Carrier Frequency,Half Area Carrier,Symmetry Carrier,Weighted Center Carrier
119570985.56592178,118139648.4375,225952148.4375,119666197.1460124
118489553.69496536,118481445.3125,145385742.1875,118489751.84607178
120471930.55519867,120385742.1875,146850585.9375,121056708.3627528
122351853.19784927,159814453.125,252197265.625,125942658.0039969
178998947.06412125,229638671.875,215698242.1875,230933195.32135078
174051400.94990158,210449218.75,343261718.75,229967684.56256944
118576417.64775085,118579101.5625,363281250.0,118589048.05180156
119436124.07661057,118286132.8125,253295898.4375,119680244.82502864
118748870.41314316,118750000.0,365234375.0,118754492.34865536
116885188.60630035,116894531.25,172851562.5,116975807.13848197
115976762.71258545,115991210.9375,125000000.0,115971520.01649776
123783272.09432983,123632812.5,251220703.125,129323653.02029863
157733409.73475647,193139648.4375,227050781.25,221316854.92645475
128434698.35842133,128759765.625,322875976.5625,147036364.28275517
139123848.81000137,232812500.0,157592773.4375,233722002.09625354
161442305.95412064,213964843.75,181396484.375,223847072.33354008
129185905.81572723,179272460.9375,175415039.0625,171464450.72761494
127108692.89260101,119360351.5625,201049804.6875,141811655.10850587
138630383.09432602,181762695.3125,130859375.0,186362900.00911888
119662661.51950836,119824218.75,146606445.3125,120821441.22597614
189002301.7322731,234863281.25,127197265.625,232183336.45530212
141665769.61383057,184741210.9375,150878906.25,203074038.32000303
154274904.32810593,262426757.8125,363647460.9375,248062266.65986347
134803511.3459549,143896484.375,159179687.5,171760449.12278378
121038394.38277435,176074218.75,175903320.3125,141134237.9434084
148417964.81211853,202368164.0625,304321289.0625,209578964.7623543
132946792.66644287,176538085.9375,139282226.5625,164963887.4713021
124763089.02842712,106738281.25,150024414.0625,132796457.4171405
115416092.29595566,115429687.5,143920898.4375,115406653.9145184
129718830.63780212,220776367.1875,273803710.9375,152605808.66457695
153991121.47444916,210644531.25,255249023.4375,217597526.66964576
125703467.72859573,127246093.75,125732421.875,136941506.69490668
165169995.67279053,227172851.5625,266601562.5,226292779.47191212
117339010.53360367,117333984.375,363891601.5625,117345977.95275053
140826295.93473816,178808593.75,127685546.875,192914201.1385658
176019514.3748474,213769531.25,187866210.9375,230826788.15426618
119837454.59433746,172265625.0,201416015.625,123433414.0284295
136030773.04848862,179345703.125,157714843.75,178737681.9046387
143115052.41489792,188525390.625,145263671.875,198821720.44487804
171578390.7724533,228979492.1875,143310546.875,229414479.42245105
130885327.93568039,106884765.625,142700195.3125,158539693.77270564
151038696.09477234,194067382.8125,170166015.625,213798929.70954365
168877432.21292114,245434570.3125,193115234.375,228275051.8022359
144060608.8429451,187109375.0,145019531.25,203793480.53623414
133770077.9142189,144165039.0625,185302734.375,171425751.55572164
146920744.6412773,224511718.75,199951171.875,209036372.39521015
131970730.03306961,153735351.5625,368041992.1875,164745460.79694486
121746301.94480515,120776367.1875,226074218.75,123909167.66059509
113981682.38394165,113989257.8125,143310546.875,114080843.57918157
185014362.4204445,230346679.6875,205322265.625,231865574.7725397
135342792.922184,181542968.75,230957031.25,184400951.69331196
115584291.1423378,115576171.875,144165039.0625,115669523.27158414
156487559.11530304,228173828.125,369140625.0,220875396.28596556
127643353.87831116,169873046.875,324951171.875,146697888.94109344
118010855.65441132,118017578.125,339599609.375,118010127.55196606
160761592.8875084,203686523.4375,200439453.125,223867509.25105658
126094935.95990372,117993164.0625,125488281.25,141104765.87385428
117806806.88359833,117797851.5625,145629882.8125,118944442.02636467
185739169.78125763,231176757.8125,192749023.4375,232308836.03663617
118847909.44459534,118847656.25,146362304.6875,120971537.4890209
119043877.5423088,119042968.75,172607421.875,119073692.40166374
179517837.96212387,230346679.6875,165405273.4375,231444071.47084367
118232090.99567032,118237304.6875,329711914.0625,118236267.36964467
121599961.98925781,158447265.625,280761718.75,127289742.0590642
114619696.38396835,114624023.4375,143554687.5,114601696.98193736
134892578.6761284,180883789.0625,318847656.25,178067726.8465365
140155123.3278618,183837890.625,196411132.8125,197776145.71827298
128255226.99935913,227880859.375,302734375.0,157743724.4603442
149366680.37049866,201025390.625,175170898.4375,213454472.1884152
140044273.25172424,183227539.0625,215698242.1875,192607863.36903962
120196150.41891861,120458984.375,146728515.625,120776375.63855064
126337522.00964355,179663085.9375,355834960.9375,151193602.41805112
152626553.64967346,220507812.5,189941406.25,217176546.22014543
168614734.94408798,237622070.3125,212280273.4375,229713163.88291925
123674567.63108063,121582031.25,149658203.125,135338340.06924552
162545258.58351517,231127929.6875,213500976.5625,225458771.27561092
119010405.56689072,119018554.6875,145996093.75,119261015.49592802
123907137.58527374,159790039.0625,149536132.8125,132116685.37193057
118677799.7775116,118676757.8125,364013671.875,118682478.2122874
120049377.1535492,117211914.0625,199462890.625,120304900.27499534
118860073.59954453,118872070.3125,374877929.6875,118869795.17748958
118879169.38732147,118896484.375,145629882.8125,118881924.63423851
167804008.37125397,244140625.0,168945312.5,230247889.91717
149916893.67351532,201538085.9375,162475585.9375,216779013.9036331
125182546.83222961,177148437.5,255249023.4375,150560109.15693185
120173138.61218643,120190429.6875,146728515.625,120757528.08519061
122459337.84054947,70654296.875,174316406.25,126065100.44013692
179130513.5990944,229565429.6875,164184570.3125,230974895.60707724
146518979.6829338,221337890.625,309936523.4375,212593138.02339548
127280500.733284,176855468.75,126708984.375,157374284.246999
113613501.56073761,113598632.8125,143066406.25,113582677.75314991
169856895.01097488,228466796.875,133056640.625,229391170.11882463
119543255.81671524,170556640.625,367187500.0,125174059.00338972
117374712.10151291,117382812.5,374877929.6875,117381118.10018623
119338005.95935059,119506835.9375,172607421.875,119365359.71693332
183088465.2502327,240087890.625,191894531.25,235965454.21124732
116017137.89431,116381835.9375,202270507.8125,117083971.67016625
115491048.77459717,115551757.8125,144165039.0625,115574679.44986571
125226841.31031418,129736328.125,125244140.625,140624364.97567087
160065987.49868393,206323242.1875,328979492.1875,223824539.27010918
118574448.6666565,118579101.5625,172363281.25,118574599.90403455
191234420.87384033,247875976.5625,182006835.9375,232397555.46889874
191241033.61792374,251928710.9375,302490234.375,232370928.0591607
191242127.87285614,245043945.3125,151611328.125,232384191.14247066
191241675.71791458,232812500.0,151611328.125,232253022.64532018
191242486.77151108,232617187.5,151611328.125,232254081.8281866
121390523.9192276,124731445.3125,173583984.375,122567556.73445134
113882976.77968216,116381835.9375,172851562.5,115020476.51068462
133960621.35532379,181225585.9375,346923828.125,183869758.02924457
185013566.84988022,229394531.25,125488281.25,231845546.76116183
122050434.32363892,173901367.1875,251708984.375,124179015.69703057
133430457.56653976,180004882.8125,343017578.125,171310962.78481647
143862227.82424927,186962890.625,351562500.0,203689516.2868579
168876830.29074478,246533203.125,193115234.375,228355322.17824298
173001554.9196434,228930664.0625,181884765.625,229679874.90808833
142776312.3517456,190673828.125,125244140.625,198694099.83444288
135334663.40987015,184399414.0625,363403320.3125,178262353.23147434
118693895.14431,172045898.4375,145996093.75,119271095.3657092
120988631.88422775,67846679.6875,307373046.875,124614798.7744827
176194985.2818985,225195312.5,133300781.25,230789339.1090328
140608285.20851517,183349609.375,140625000.0,192818635.56768554
119427522.0678711,174902343.75,313842773.4375,127842707.54745857
117728957.73762512,117749023.4375,145019531.25,117734503.77198736
163990236.53922653,219873046.875,127929687.5,226198411.35837597
131406380.85475922,180175781.25,351196289.0625,177008310.12452415
124734569.48578644,164672851.5625,226684570.3125,136191615.73806357
116903328.97411346,116918945.3125,144653320.3125,116908532.4146861
136090823.58125687,186889648.4375,138549804.6875,190583132.40348423
124546868.39134598,153320312.5,149902343.75,132688732.40418175
118351794.5262909,118359375.0,200317382.8125,118598215.4313129
132595132.0350151,179272460.9375,296020507.8125,164917536.25961176
124291596.6393776,137426757.8125,229003906.25,144607101.9004708
148241286.2702179,182861328.125,136718750.0,209530569.5348937
153444362.73366165,190917968.75,321533203.125,219937531.06178257
166269977.52864075,206787109.375,368530273.4375,227860456.7851204
122883426.15333557,175976562.5,282348632.8125,138794052.67209336
157406642.28286362,207861328.125,157348632.8125,223282564.2851895
189686912.72431564,231518554.6875,210571289.0625,232233224.43510443
189017216.17026138,231469726.5625,137695312.5,232203629.55663052
120477861.22473907,120483398.4375,200073242.1875,121652790.42335021
183013966.3027649,219506835.9375,165649414.0625,231728722.1243907
120675134.49664688,120678710.9375,280273437.5,122830781.4027064
116961847.89722443,116967773.4375,144653320.3125,116964908.16667774
130375061.35809326,165405273.4375,171875000.0,170532915.92828467
141706753.47864914,184912109.375,270996093.75,203069727.07552522
129625008.66942215,151831054.6875,147583007.8125,164136061.82185155
128219302.94129944,128393554.6875,323486328.125,146936462.66873628
143063704.8704872,188696289.0625,128051757.8125,207948073.32941246
157494001.93562317,220678710.9375,174194335.9375,221262646.09678018
117872288.27604675,117993164.0625,172607421.875,117901218.29838759
118687296.17453003,118701171.875,145751953.125,118777931.05003037
126251405.48185349,176538085.9375,153198242.1875,151197137.286848
151266957.58563232,157763671.875,361206054.6875,216919856.0195608
169333892.24165344,228759765.625,134765625.0,229471880.36991826
123178590.0263977,139038085.9375,228027343.75,134893041.22639117
160983470.44433212,226782226.5625,346313476.5625,225749287.10332543
122645522.06253052,131347656.25,306274414.0625,131006517.90020138
114672095.23609161,114672851.5625,172485351.5625,114654205.08865191
134217171.358387,180737304.6875,320312500.0,177826185.18097815
139268835.80917358,183642578.125,244018554.6875,197415073.22209233
129137786.63243484,139062500.0,178222656.25,158040492.86461177
148434898.30787277,207153320.3125,138305664.0625,213189036.15479544
138976071.37947083,182958984.375,153930664.0625,192071034.3513229
155418103.9817238,203979492.1875,162231445.3125,220574935.3441431
126626185.15746307,175170898.4375,252197265.625,146122991.4702253
160543969.68644333,227514648.4375,167480468.75,223807019.25523412
126055321.88083649,139550781.25,201416015.625,141185691.7348926
115161892.59682465,173461914.0625,173583984.375,119038649.02689914
184743870.5588417,236791992.1875,150268554.6875,235313664.4985456
117307564.48907852,117309570.3125,258666992.1875,119350783.64051789
177965344.90224838,244726562.5,130493164.0625,232811566.71064326
119921829.97510147,174536132.8125,201904296.875,125577724.38605708
118247144.86664581,118261718.75,374877929.6875,118250966.12907946
143653826.62078476,185375976.5625,227050781.25,203605595.74905524
133327439.23158646,142993164.0625,296630859.375,171288936.2590008
146029713.4243431,203515625.0,223144531.25,208696505.66114166
131812064.673275,152416992.1875,321289062.5,164703219.85976106
113512735.854805,113647460.9375,258666992.1875,114528168.80883995
135020441.48823547,181469726.5625,344116210.9375,184254857.34195048
114108177.45800781,119750976.5625,172851562.5,114805215.69484589
140750979.56863403,183300781.25,204711914.0625,192879577.42024094
135890279.63951492,135058593.75,135498046.875,178667230.91726345
142787412.96342087,226245117.1875,351440429.6875,198725973.44889328
130309762.02117538,131127929.6875,144165039.0625,158383494.09567267
150989792.63279724,192944335.9375,302368164.0625,213770131.24146542
124870604.06480789,171289062.5,250854492.1875,133008042.69215356
128900668.90397644,226367187.5,323852539.0625,152376396.04750323
153762895.61245728,192944335.9375,300048828.125,217561748.94351172
125556481.18061447,167358398.4375,175781250.0,134388832.50329754
164422703.54037476,216430664.0625,253784179.6875,226102226.74298677
138377397.22332382,182202148.4375,357666015.625,186193490.64407423
145637454.1441536,181225585.9375,141113281.25,204414228.71363664
134635089.8885231,184497070.3125,317016601.5625,171730278.87952143
148554943.3105507,209497070.3125,213989257.8125,209632821.2316589
132933934.12236786,133105468.75,132934570.3125,164970027.34995112
123498535.69874573,145361328.125,277221679.6875,129100515.01068833
114445694.19638062,114453125.0,125000000.0,114428116.41807108
157621902.8005867,192529296.875,192382812.5,221288048.23256165
128335414.339077,139062500.0,152709960.9375,147012516.3467915
161099633.34349823,194433593.75,326782226.5625,223870774.33918422
127097096.32658768,127856445.3125,275024414.0625,141818240.68862504
144449412.61193085,224902343.75,329467773.4375,203936508.21806964
133247191.22599411,147119140.625,320190429.6875,171295863.43571377
146499981.99183273,226757812.5,368041992.1875,208845327.9058845
131802814.14380264,178417968.75,273925781.25,164725430.4596027
115066686.89413834,115063476.5625,172729492.1875,115080480.20208538
134551657.38692093,181396484.375,181396484.375,184063252.3780351
112823427.40829468,173730468.75,244506835.9375,119595325.99428023
155967176.83823776,221069335.9375,370361328.125,220696135.3281005
126816412.95478058,174096679.6875,276977539.0625,146323418.1446278
160096761.41020966,211181640.625,135009765.625,223830796.4067071
125442362.13866425,176269531.25,227050781.25,140790140.83376795
114952735.6401596,173559570.3125,144287109.375,119913136.95695299
185016141.5472145,262915039.0625,149658203.125,232078408.16925427
118027113.37041092,128173828.125,173828125.0,120100248.4231739
177885538.75017166,246777343.75,130737304.6875,232909348.96746308
120415942.15966034,174511718.75,255859375.0,126080206.50177705
117734482.29423523,117749023.4375,321411132.8125,117737356.88234785
112286433.56331253,172534179.6875,142456054.6875,115444398.1770039
134225892.9121399,180493164.0625,139526367.1875,177827851.8637745
140260982.9275055,183911132.8125,358154296.875,197784685.87959605
128441032.49422455,119946289.0625,173828125.0,157816295.81188354
148195753.51884842,197680664.0625,366333007.8125,213129234.98564047
139526427.67037964,183056640.625,313720703.125,192319641.57848877
127212275.8092041,177441406.25,302978515.625,151681465.80740494
150438150.09263992,201904296.875,213012695.3125,216871535.78847235
167031288.5969963,232104492.1875,186645507.8125,230423664.8784401
123529377.1580162,175634765.625,279785156.25,135225494.10241795
161751273.39673615,178247070.3125,216308593.75,225653368.84757388
123483848.83594131,134790039.0625,252685546.875,131771346.53212821
123091315.82636642,174658203.125,148925781.25,128725236.4896093
115017849.58126068,115014648.4375,125000000.0,115005879.9492636
157683798.82641602,194775390.625,259887695.3125,221247209.0959052
128321851.86998749,128344726.5625,298828125.0,146993566.7428207
161546683.67925262,200878906.25,230590820.3125,223809368.00148886
127149064.01850891,127685546.875,373413085.9375,141826676.9711071
138449515.32444,182226562.5,175170898.4375,186253649.763058
145752901.8475151,168579101.5625,221069335.9375,204450595.83430958
134821307.2372818,180273437.5,293945312.5,171764222.36653352
148296650.38419724,202954101.5625,156127929.6875,209525871.5639145
132707604.35651398,146801757.8125,139770507.8125,164951800.31700733
124634783.14003754,126269531.25,200561523.4375,132704588.29334712
128993788.78179169,129028320.3125,129028320.3125,152411281.34342578
153883780.42209244,190405273.4375,273803710.9375,217570768.71264493
125572748.62644958,169262695.3125,175781250.0,138176051.5319608
164979583.151371,212622070.3125,204467773.4375,226209838.95923427
140767493.40407944,183398437.5,127807617.1875,192894311.75331312
136338092.28609085,179125976.5625,360595703.125,178947273.65546808
142709334.61180878,191723632.8125,167236328.125,198691026.5600275
130828171.92430115,154711914.0625,142822265.625,158532887.50421757
150527112.08655548,226757812.5,360107421.875,213730997.71785733
191212974.53380585,223388671.875,151855468.75,232345045.62211186
191237271.53865433,233276367.1875,222412109.375,232441091.90112704
191252384.99227142,233032226.5625,161621093.75,232525534.1161865
191232162.83112335,232324218.75,131469726.5625,232372370.67130277
191234841.66570663,237451171.875,312622070.3125,232375189.13205102
121341771.7822876,136425781.25,147460937.5,122517135.757365
185033271.03250885,230688476.5625,216552734.375,231876804.94815996
122078423.815979,122436523.4375,199829101.5625,124221341.44025767
113281300.583107,172656250.0,365478515.625,115545525.26072189
131498321.69775009,154028320.3125,345703125.0,164660555.41990146
145753443.68938828,224047851.5625,224487304.6875,208589268.24616003
169045384.82016373,215698242.1875,147949218.75,228347739.47963396
177634511.97019958,244750976.5625,158325195.3125,236006286.5741073
115186946.8965416,176318359.375,173828125.0,124619284.2309639
115575292.67921829,115576171.875,172607421.875,115583606.25252058
116779443.76031113,116943359.375,144653320.3125,116804453.6537548
119779782.15953445,119775390.625,363037109.375,119877909.97406465
118616536.80822372,118627929.6875,145507812.5,118616647.84436697
126824626.83948898,134472656.25,176879882.8125,146223077.44841546
155314459.55246735,205786132.8125,144409179.6875,220521028.79398462
120464723.40303802,120434570.3125,146850585.9375,121043147.26106204
138654884.2038269,182861328.125,138671875.0,191922810.59955016
122603149.20496368,174316406.25,251831054.6875,126205815.51991016
179011856.21014404,229638671.875,139526367.1875,230908832.88986048
138823855.5194893,183520507.8125,200927734.375,197272434.76601943
132850645.18583298,180493164.0625,370971679.6875,177397088.01623747
174326497.2967453,202026367.1875,150268554.6875,230040891.7049517
122443258.05102539,163720703.125,227783203.125,130833849.57939999
118895065.43941498,118896484.375,363891601.5625,118908343.03427546
119789565.98114777,119775390.625,199584960.9375,120032455.76817273
161720404.24296188,205883789.0625,299804687.5,225609915.0774978
122703667.0441513,126757812.5,254882812.5,134481625.32913148
118826248.32567215,118847656.25,145629882.8125,118830299.04859413
115767435.84358978,115771484.375,370117187.5,115761905.10304354
131499229.36635971,157934570.3125,168579101.5625,170813689.46223503
127094463.1696434,131494140.625,275024414.0625,141842017.7233687
142314116.96964264,187475585.9375,234497070.3125,203247402.1790394
161454961.9309883,227270507.8125,230834960.9375,223843931.4883835
128092358.72980118,174951171.875,330200195.3125,163647529.2932523
142765000.38431168,216796875.0,214721679.6875,211046882.25748733
118512661.422966,118530273.4375,172607421.875,118543130.52925183
122602887.20301819,170751953.125,226806640.625,128251369.79621145
114619620.13506317,114624023.4375,125000000.0,114600623.86095884
118328067.2519455,118823242.1875,145507812.5,118414291.1919266
122821076.98638916,176440429.6875,230224609.375,144386311.89036855
154322205.67344284,213500976.5625,319824218.75,220191510.48727563
166097567.39898682,221166992.1875,125000000.0,227863526.66942862
134394387.3362236,180151367.1875,137451171.875,171627357.26828074
123379996.27088547,176074218.75,255126953.125,139196835.82181287
145745482.74711227,190307617.1875,346801757.8125,204468302.62098786
158260144.6856804,194726562.5,244262695.3125,223396468.5391644
189271358.2414322,250805664.0625,189453125.0,228299836.28369626
190088040.3283577,229663085.9375,176269531.25,232396289.29704213
120819553.70998764,123950195.3125,173583984.375,121998484.39285107
183679396.42607117,230468750.0,211059570.3125,231766041.5679017
121286072.45506668,173852539.0625,200195312.5,123444044.9919215
137568515.21777344,182031250.0,133422851.5625,185699772.8652117
117353605.87825012,117358398.4375,367797851.5625,117360754.87780915
153696917.59228516,195361328.125,146362304.6875,217525552.55877474
124269958.10955429,237329101.5625,363891601.5625,196769832.06579423
129365742.92831802,131250000.0,371093750.0,152508938.6453997
117203846.5011673,117211914.0625,172485351.5625,117207329.4260407
136233086.7006607,182324218.75,230346679.6875,190647529.79471847
117951539.91691208,118041992.1875,145507812.5,118187327.49773814
150953903.72577667,190014648.4375,227294921.875,213794621.9214861
130871733.50786972,154516601.5625,344970703.125,158525337.71397656
172679268.74588776,201196289.0625,182495117.1875,229635031.3967972
117578577.92726135,117504882.8125,145385742.1875,118126210.96253529
120912030.96525955,158642578.125,147583007.8125,124534699.43239975
177267322.6236267,214233398.4375,234985351.5625,230797419.88937977
119020313.48486328,174975585.9375,146972656.25,128362503.87600075
119648572.55774307,124755859.375,202636718.75,127990435.4323124
140881090.60364532,115991210.9375,212646484.375,192918300.8698021
117611117.80760193,117724609.375,145385742.1875,118173722.29565977
136202846.44324875,178466796.875,360961914.0625,178770697.7874761
143236911.87075806,146923828.125,371093750.0,198835799.67984045
131234738.71191406,134863281.25,141845703.125,158599645.46739015
150932785.30417252,222558593.75,170532226.5625,213788912.54758522
115899850.35776901,115893554.6875,144409179.6875,116095515.08902174
122278205.42432785,122290039.0625,280761718.75,130655803.99083525
135515222.06425095,182177734.375,186523437.5,190526397.72671813
129712952.6318245,145629882.8125,273803710.9375,152601608.98221236
154276391.35554504,191430664.0625,126953125.0,217682050.33213645
125490826.27887726,175756835.9375,150634765.625,137426036.9293776
165170559.35548782,227636718.75,235229492.1875,226295746.39728644
138478428.66070557,182226562.5,357299804.6875,186305953.3899961
120577365.83958054,173852539.0625,227172851.5625,122735102.63539703
181874420.53124237,230224609.375,363769531.25,242363170.49377227
145725484.22214508,187036132.8125,306640625.0,204470073.30483413
134826781.5024414,254638671.875,293945312.5,171782746.32603076
164447025.33274078,223046875.0,160644531.25,227466505.88397995
148012964.7042656,165795898.4375,255004882.8125,209468144.02058148
152546070.21909332,226855468.75,189697265.625,219694868.8395241
133011209.78663254,167749023.4375,364868164.0625,165011659.3084843
122036884.54521179,210107421.875,136108398.4375,153837221.97598177
115550923.88075256,115551757.8125,319213867.1875,115543710.78790705
123240031.65292358,171215820.3125,277709960.9375,128835461.40654516
117850523.2635498,118041992.1875,172607421.875,117880395.02450506
142885034.85031128,204370117.1875,150024414.0625,209613275.39316294
157773954.16375732,213085937.5,224853515.625,221281597.92571285
127940490.49672318,128173828.125,177246093.75,163592927.4043044
128408188.85419464,138256835.9375,250000000.0,147052529.6900172
161435633.5311699,201367187.5,164916992.1875,223849771.5098618
127136378.77943039,127172851.5625,299560546.875,141859119.04190153
115686142.03786087,115698242.1875,144042968.75,115678901.68004878
126718242.56045532,126831054.6875,278686523.4375,151074259.90615878
152029728.72971725,221582031.25,131835937.5,217056771.42651558
170429814.8793373,226538085.9375,220214843.75,229331630.19236374
118778176.70362091,118798828.125,363769531.25,118784743.58492285
123714085.07278442,157641601.5625,331420898.4375,135395427.06250605
163443849.92663193,227929687.5,260375976.5625,225696351.939067
118217332.69056702,118237304.6875,172485351.5625,118227744.01207916
123962162.8902626,132128906.25,226440429.6875,132201013.08724213
173808606.5434227,238989257.8125,165161132.8125,229960476.22715104
115214504.56258392,115209960.9375,143798828.125,115203832.33614738
134815591.28058624,180834960.9375,318969726.5625,178051381.38388926
139963041.56900787,183764648.4375,153442382.8125,197670787.7904514
129237013.7793808,133911132.8125,146972656.25,158084461.2919547
148209540.51091385,208862304.6875,277465820.3125,213135430.47765103
178782486.88735962,236523437.5,127319335.9375,230788290.96448866
121595126.74315262,173974609.375,226928710.9375,125232902.51543333
139677752.20962143,182934570.3125,195556640.625,192413731.80112192
156119860.0439415,199389648.4375,316406250.0,220792044.14318204
127540845.57859802,127514648.4375,172973632.8125,146633165.84540433
160124954.03713608,227075195.3125,269775390.625,223831923.6189915
125817234.62205505,132983398.4375,277221679.6875,141189351.13535568
117235976.80614471,117236328.125,229858398.4375,118341293.52924636
119500669.96651459,117480468.75,363037109.375,119593300.62856588
185257412.64835358,231103515.625,206787109.375,232086066.46661058
116694186.26897812,127001953.125,202392578.125,118839824.37195402
178374667.69228363,237329101.5625,155883789.0625,232053617.87537348
118163252.98478699,118164062.5,332641601.5625,118166882.85156767
121135018.38182068,92407226.5625,228149414.0625,126808628.2809001
144795558.0264473,182568359.375,204589843.75,204021362.6410762
133265566.37514114,146972656.25,140136718.75,171278355.53588894
146740180.5585022,213891601.5625,327148437.5,208959393.64992422
131574779.5819931,179125976.5625,226684570.3125,164678720.4785306
114895126.37332535,114892578.125,143798828.125,114911847.59963761
135645235.8858528,135620117.1875,342529296.875,184514437.68189952
120939353.03367996,124023437.5,173583984.375,122131010.97688395
114973368.93493652,114941406.25,143920898.4375,115047350.6133096
191225912.38477707,213232421.875,161865234.375,232486325.7135329
191247595.164196,233032226.5625,222290039.0625,232259294.17836657
171582625.94771957,228198242.1875,229248046.875,229289771.93530667
117627109.10345078,117504882.8125,228881835.9375,118176319.19148108
119681087.35149002,166259765.625,228759765.625,123282682.95355584
175155385.10071182,238549804.6875,244873046.875,230797118.73797932
119399813.76934433,174877929.6875,230590820.3125,127907313.71274914
117093079.13526535,117089843.75,144775390.625,117090646.81353092
114614764.88147354,114624023.4375,143554687.5,114602778.01673575
134816733.84328842,237280273.4375,252807617.1875,202783459.2806835
116765735.80225754,116821289.0625,144897460.9375,116989880.64342922
124015011.29777527,124365234.375,131469726.5625,144451784.48150674
153703909.09563065,217382812.5,265136718.75,220049586.4918923
166126391.96572876,220312500.0,218505859.375,227817750.3105739
122239484.06783295,124975585.9375,229736328.125,138146614.94581345
156745842.76358795,192749023.4375,268432617.1875,223139959.2083342
188339236.09651184,241821289.0625,193603515.625,231916466.01352686
119432099.92566681,119458007.8125,146484375.0,120608964.00856736
182934945.33322906,230322265.625,142456054.6875,231736716.58755532
120163486.86943436,168969726.5625,200683593.75,122311645.3939941
115006477.47177505,115014648.4375,143676757.8125,114993316.50659314
128360483.44994354,230078125.0,331787109.375,192282585.75380194
140715797.5002327,183520507.8125,153564453.125,202718163.97511813
129066273.90173721,140991210.9375,278076171.875,163990302.62866044
143894083.62379456,192724609.375,312255859.375,208049539.99445215
117283695.76682663,117285156.25,144897460.9375,117306075.85445054
117908773.75854874,117919921.875,227661132.8125,117996903.35257407
118281134.94304657,118286132.8125,145385742.1875,118290572.77171119
119719266.82126236,119677734.375,146362304.6875,119970125.75616412
118787923.03645706,118798828.125,172363281.25,118789888.88061206
120302389.23607635,120312500.0,226196289.0625,120876052.62895998
122110676.60264587,162133789.0625,304687500.0,125730259.71209191
179116917.59996033,225268554.6875,343383789.0625,230938684.4733587
174215397.55210114,236840820.3125,178100585.9375,230015725.26293033
119133328.17423248,119555664.0625,145874023.4375,119161467.23123632
119642729.79217911,119506835.9375,146240234.375,119738257.94746822
118387214.57892227,118408203.125,339233398.4375,118392324.12491979
191172329.36488342,235498046.875,172485351.5625,232329934.29447106
191228136.15011978,231591796.875,151733398.4375,232337262.62141192
121307659.54969406,172680664.0625,173583984.375,122469997.55361396
184901916.98445892,230175781.25,206054687.5,231868846.57487234
121790646.3846817,69873046.875,199951171.875,123950062.54919355
168996390.56772995,215869140.625,148071289.0625,228308660.25440753
114898096.00611496,114892578.125,125000000.0,114883120.31323592
123423048.54885483,73974609.375,128295898.4375,129001808.65563683
157655081.53170776,215307617.1875,157714843.75,221204407.27069303
128254217.8316536,128198242.1875,146362304.6875,146975427.6910775
161141255.03561783,202807617.1875,148925781.25,223802920.69717345
126948164.9048233,162084960.9375,126953125.0,141749688.46040806
138370615.8824196,182202148.4375,357666015.625,186202456.3972285
145629498.14046097,185937500.0,241943359.375,204390556.09716493
134642212.4081993,134692382.8125,159545898.4375,171713013.17250085
148238226.89628983,226269531.25,136718750.0,209538993.67868176
133046324.87774658,179370117.1875,139038085.9375,165011497.32980716
124843550.4091301,170581054.6875,276123046.875,132986965.85945764
128853246.73985672,114575195.3125,146362304.6875,152335309.9413989
154140742.6435852,209765625.0,372436523.4375,217609636.82951808
125443533.07746506,126171875.0,200927734.375,136987362.01210615
164458870.5331154,196215820.3125,370483398.4375,226083562.2872081
140760871.25858307,115258789.0625,127807617.1875,192878388.4349475
136280690.34081268,269165039.0625,203613281.25,178844242.5973713
142760896.94319153,150146484.375,351562500.0,198706677.61839595
130344469.85574722,132836914.0625,298461914.0625,158394004.1407931
150323292.773571,194042968.75,188598632.8125,213692349.89088053
144220618.1537094,185571289.0625,185913085.9375,203859220.02772918
132951259.41386414,148925781.25,211425781.25,171196402.99017912
147270782.2777214,171899414.0625,178833007.8125,209149237.63241172
130906486.13383484,203149414.0625,168334960.9375,164472410.76041904
135172495.9175377,139892578.125,181518554.6875,184306349.48652023
114062262.89021301,114062500.0,172729492.1875,114099235.50348476
115010248.34449768,114965820.3125,201782226.5625,115093843.8600515
156044243.74868393,227368164.0625,191772460.9375,220755664.88379443
126160345.847229,173999023.4375,278076171.875,145878394.17422986
160104693.3103485,194018554.6875,151855468.75,223820307.95760372
125548599.63652039,171704101.5625,176269531.25,140773002.83797553
115393478.55730057,161157226.5625,173583984.375,117254119.03524543
186537128.382061,231396484.375,134521484.375,232049263.24618277
117907730.46945953,117919921.875,366210937.5,117913671.51080848
121405642.23973083,162792968.75,281127929.6875,127083100.05515842
115145812.0754013,176000976.5625,173828125.0,123278769.46245886
177679621.48566818,243945312.5,250366210.9375,234871135.8745684
132804380.60992813,180468750.0,228149414.0625,177392121.56406513
140740626.83278275,184472656.25,356933593.75,197982299.54868138
114760580.18161774,114746093.75,172485351.5625,114741935.57557079
127545528.98841858,225781250.0,176635742.1875,157472578.34334707
148177408.78973007,208764648.4375,346557617.1875,213123307.72399187
138950680.79702377,182666015.625,219970703.125,192054255.69216076
126461509.23900223,126513671.875,152709960.9375,151271434.81126556
150673713.968441,196240234.375,324218750.0,216877831.72107592
