File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_d546b9e1-5148-485e-90a7-788cec5a4aaf.h5,1.0048571427712552,27068032586.087067,176194985.2818985,18575.0,26891837600.80517,86.7,[0.0033 0.     0.    ],[78349828.78331487  5919466.08172364  4530497.80022054],1e-09,495.2425295969443,154.60765618550025,0.02,0.005
out_fba2a48b-8675-48ad-b68d-a495da256c3f.h5,1.0048571427712552,27032445886.013683,140608285.20851517,18575.0,26891837600.80517,87.8,[0.0008 0.     0.    ],[-48900868.72388335  61594140.84335316  -3021259.87030847],1e-09,495.71823316693064,154.60765618550025,0.02,0.005
out_d55dcf0d-7a7e-4d68-8f43-7edb7e86596c.h5,1.0048571427712552,27011265122.87304,119427522.0678711,18575.0,26891837600.80517,88.8,[0.00415 0.      0.     ],[-23959444.03556295  74949913.2165445   -1648244.43709414],1e-09,496.0029134287673,154.60765618550025,0.02,0.005
out_e8210c64-ae9b-4701-9619-e2645cefc6cf.h5,1.0048571427712552,27009566558.542793,117728957.73762512,18575.0,26891837600.80517,89.8,[0.0023 0.     0.    ],[ 73886654.5953955  -27109923.59263354    274726.93265739],1e-09,496.0257932896427,154.60765618550025,0.02,0.005
out_d181044b-da6a-422e-9e12-954b138eb6b5.h5,1.0048571427712552,27055827837.344395,163990236.53922653,18575.0,26891837600.80517,87.0,[0.00195 0.      0.     ],[27241226.71448717 73723878.90705067  4119029.66409281],1e-09,495.4053102988586,154.60765618550025,0.02,0.005
out_a33aa45e-61b7-41f6-9abb-3c376ed723ca.h5,1.0048571427712552,27023243981.659927,131406380.85475922,18575.0,26891837600.80517,88.0,[0.005 0.    0.   ],[ 15156120.00204875 -77181660.59005107  -2746717.02781569],1e-09,495.8417689980852,154.60765618550025,0.02,0.005
out_76199dfc-b18e-4da3-ab7f-9c5508520cf6.h5,1.0048571427712552,27016572170.290955,124734569.48578644,18575.0,26891837600.80517,88.7,[0.0018 0.     0.    ],[-28833604.10877299  73209945.72940858   1785575.4760964 ],1e-09,495.93147506142253,154.60765618550025,0.02,0.005
out_8ba62d50-52dc-4cf0-b7ff-7e9d5b7f327b.h5,1.0048571427712552,27008740929.77928,116903328.97411346,18575.0,26891837600.80517,89.7,[0.00335 0.      0.     ],[-39951978.71220262 -67808043.31884357    412089.35290339],1e-09,496.03691730891546,154.60765618550025,0.02,0.005
out_877f7158-36d7-4427-be77-10e71120ca33.h5,1.0048571427712552,27027928424.386425,136090823.58125687,18575.0,26891837600.80517,87.8,[0.0041 0.     0.    ],[-66616128.70343807  41802207.41477983   3021259.87030847],1e-09,495.77885291329784,154.60765618550025,0.02,0.005
out_ade52f1a-0a3d-4d09-b909-cbdf3b3b9d09.h5,1.0048571427712552,27016384469.196514,124546868.39134598,18575.0,26891837600.80517,88.8,[0.00085 0.      0.     ],[-71210085.96663558  33476381.32004704  -1648244.43709414],1e-09,495.93400046846637,154.60765618550025,0.02,0.005
out_78ef6a55-4781-4c4c-9421-acea06d8fa07.h5,1.0048571427712552,27010189395.33146,118351794.5262909,18575.0,26891837600.80517,89.4,[0.0031 0.     0.    ],[ 45945621.65145454 -63895083.99344929    824167.40816897],1e-09,496.0174027361524,154.60765618550025,0.02,0.005
out_8811e8d0-50d0-4f69-bbfa-f37923c5b970.h5,1.0048571427712552,27024432732.840183,132595132.0350151,18575.0,26891837600.80517,88.2,[0.0009 0.     0.    ],[-17924564.78005814  76595428.43475646   2472140.71744274],1e-09,495.8257976837264,154.60765618550025,0.02,0.005
out_06508a7f-5386-4042-a1f5-e815d3c5d6c2.h5,1.0048571427712552,27016129197.444546,124291596.6393776,18575.0,26891837600.80517,88.5,[0.0041 0.     0.    ],[-77545708.3652165  -13292094.02998689  -2060220.81826565],1e-09,495.9374351450708,154.60765618550025,0.02,0.005
out_8137473a-3127-41a0-afe1-0bb5ee8cbf15.h5,1.0048571427712552,27040078887.075386,148241286.2702179,18575.0,26891837600.80517,87.5,[0.00085 0.      0.     ],[78469580.65323256  5000055.45829737  3433004.06422971],1e-09,495.61592552903005,154.60765618550025,0.02,0.005
out_9a2dce1b-c4f6-4f28-a175-1631fd803005.h5,1.0048571427712552,27045281963.53883,153444362.73366165,18575.0,26891837600.80517,87.2,[0.00405 0.      0.     ],[-75927582.47558628  20358831.33525519  -3844654.14061033],1e-09,495.5462728754499,154.60765618550025,0.02,0.005
out_ce40be56-9ff7-40a3-bae4-e2b656f338af.h5,1.0048571427712552,27058107578.33381,166269977.52864075,18575.0,26891837600.80517,86.9,[0.0031 0.     0.    ],[ 3139200.70332232 78525736.86369604  4256198.8138556 ],1e-09,495.3748753519749,154.60765618550025,0.02,0.005
out_82f4e447-1e62-4076-baf7-266e5e9562d5.h5,1.0048571427712552,27014721026.958504,122883426.15333557,18575.0,26891837600.80517,88.6,[0.00435 0.      0.     ],[ 61244977.36911546 -49392472.68454956  -1922901.07592613],1e-09,495.9563850853287,154.60765618550025,0.02,0.005
out_71feb18f-1768-409a-9841-ae88ffdf7e32.h5,1.0048571427712552,27049244243.08803,157406642.28286362,18575.0,26891837600.80517,87.1,[0.0042 0.     0.    ],[ 70597326.5588096  -34560432.99643859  -3981847.96705131],1e-09,495.4932771832371,154.60765618550025,0.02,0.005
out_b0cc9e0a-229b-4608-9ac1-95a5c79c50e9.h5,1.0048571427712552,27081524513.529484,189686912.72431564,18575.0,26891837600.80517,86.5,[0.0023 0.     0.    ],[-77376191.51832831  13568367.7653637    4804741.58389951],1e-09,495.06302342006046,154.60765618550025,0.02,0.005
out_19c38e52-3d5e-4ac3-ba35-0d96cbefa064.h5,1.0048571427712552,27080854816.97543,189017216.17026138,18575.0,26891837600.80517,86.5,[0.0023 0.     0.    ],[-27081438.7600421   73741245.53045787   4804741.58389951],1e-09,495.0719226102014,154.60765618550025,0.02,0.005
out_18b84f14-2ae6-4c8a-992a-1a6eb1de098c.h5,1.0048571427712552,27012315462.029907,120477861.22473907,18575.0,26891837600.80517,89.2,[0.00225 0.      0.     ],[ 54209374.62259925 -57047325.42180086   1098874.25626444],1e-09,495.98876898048445,154.60765618550025,0.02,0.005
out_0efe694a-bacf-4c0d-b92a-653c4b6ec15c.h5,1.0048571427712552,27074851567.107933,183013966.3027649,18575.0,26891837600.80517,86.6,[0.00215 0.      0.     ],[-6039014.71381257 78332654.24275973 -4667626.80126039],1e-09,495.1517470939202,154.60765618550025,0.02,0.005
out_34640eee-1382-4957-b067-d931e53373f0.h5,1.0048571427712552,27012512735.301815,120675134.49664688,18575.0,26891837600.80517,89.1,[0.002 0.    0.   ],[28320518.1902568  73421258.24201083  1236222.86846876],1e-09,495.98611270845777,154.60765618550025,0.02,0.005
out_8234be31-a217-4277-9e98-9c32dcbea8e4.h5,1.0048571427712552,27008799448.702393,116961847.89722443,18575.0,26891837600.80517,89.9,[0.00315 0.      0.     ],[ -9585056.23268792 -78117661.176088     -137363.67554547],1e-09,496.0361288023401,154.60765618550025,0.02,0.005
out_4e772db0-995c-432a-b787-c809e46bec11.h5,1.0048571427712552,27022212662.16326,130375061.35809326,18575.0,26891837600.80517,88.1,[0.00425 0.      0.     ],[-76378301.05753565 -18809762.0178079    2609432.84702172],1e-09,495.8556281174342,154.60765618550025,0.02,0.005
out_23cbef11-5774-47b4-8809-965ca69cd2ce.h5,1.0048571427712552,27033544354.283817,141706753.47864914,18575.0,26891837600.80517,87.6,[0.0043 0.     0.    ],[-58260587.28315014 -52811959.40260156  -3295765.89970319],1e-09,495.70350079087217,154.60765618550025,0.02,0.005
out_eb504d5e-3e23-408e-807b-85886cae6be9.h5,1.0048571427712552,27021462609.47459,129625008.66942215,18575.0,26891837600.80517,88.2,[0.004 0.    0.   ],[-51880480.22014929 -59131763.47602949   2472140.71744274],1e-09,495.8657092325868,154.60765618550025,0.02,0.005
out_fd4ad7a9-f561-425c-9dc0-744cd604d7a3.h5,1.0048571427712552,27020056903.746468,128219302.94129944,18575.0,26891837600.80517,88.5,[0.0008 0.     0.    ],[75587510.15984808 21829909.6974789  -2060220.81826565],1e-09,495.8846065979702,154.60765618550025,0.02,0.005
out_f4c848dc-89f4-40c3-a617-95e6514c2985.h5,1.0048571427712552,27034901305.675655,143063704.8704872,18575.0,26891837600.80517,87.5,[0.00415 0.      0.     ],[ 9059382.12080935 78105078.1836199  -3433004.06422971],1e-09,495.68530599746157,154.60765618550025,0.02,0.005
out_cebba372-1b10-4591-a48e-832fefda18e0.h5,1.0048571427712552,27049331602.74079,157494001.93562317,18575.0,26891837600.80517,87.2,[0.00095 0.      0.     ],[48637007.45119927 61756953.45559325 -3844654.14061033],1e-09,495.4921091973074,154.60765618550025,0.02,0.005
out_4e233f6d-b3f1-4752-9bd1-44e8413d783b.h5,1.0048571427712552,27009709889.081215,117872288.27604675,18575.0,26891837600.80517,89.6,[0.0021 0.     0.    ],[43912753.44323399 65311785.67875332   549450.51785376],1e-09,496.0238623213858,154.60765618550025,0.02,0.005
out_be8c4ed8-f414-492d-9cf8-32b741433d62.h5,1.0048571427712552,27010524896.9797,118687296.17453003,18575.0,26891837600.80517,89.5,[0.00235 0.      0.     ],[ 61994560.13166123 -48481583.77650736   -686810.00908256],1e-09,496.0128834385318,154.60765618550025,0.02,0.005
out_35e31a97-3426-4be1-918d-7e0d0140af59.h5,1.0048571427712552,27018089006.28702,126251405.48185349,18575.0,26891837600.80517,88.4,[0.00355 0.      0.     ],[70227525.1534556  35461623.10545103 -2197534.28481529],1e-09,495.91107027806726,154.60765618550025,0.02,0.005
out_1145231e-a46e-406f-9929-afc624a50d3f.h5,1.0048571427712552,27043104558.3908,151266957.58563232,18575.0,26891837600.80517,87.3,[0.0034 0.     0.    ],[74495178.06852895 25119403.43204511  3707448.60268611],1e-09,495.5754129434656,154.60765618550025,0.02,0.005
out_731816c5-fc4e-4c66-baaf-cb45523e804f.h5,1.0048571427712552,27061171493.04682,169333892.24165344,18575.0,26891837600.80517,86.8,[0.00455 0.      0.     ],[-65664095.69119741 -43164639.79114934   4393354.99849868],1e-09,495.33399249146686,154.60765618550025,0.02,0.005
out_776b875d-609e-4f51-84ba-9004ee32819a.h5,1.0048571427712552,27015016190.831566,123178590.0263977,18575.0,26891837600.80517,88.7,[0.0037 0.     0.    ],[-40853794.72114635 -67246117.6313312    1785575.4760964 ],1e-09,495.9524125998365,154.60765618550025,0.02,0.005
out_865c6568-d450-40a3-b136-2ad6a0f01024.h5,1.0048571427712552,27052821071.2495,160983470.44433212,18575.0,26891837600.80517,87.0,[0.00365 0.      0.     ],[ -102150.97458598 78595701.65848735 -4119029.66409281],1e-09,495.44547151025336,154.60765618550025,0.02,0.005
out_b829f91d-c549-4882-8a47-5b372ed309be.h5,1.0048571427712552,27014483122.8677,122645522.06253052,18575.0,26891837600.80517,88.8,[0.00275 0.      0.     ],[70902239.35261925 34123553.51432081  1648244.43709414],1e-09,495.95958709992703,154.60765618550025,0.02,0.005
out_a98b8203-e3fc-4ad0-9111-a9f5d67beecd.h5,1.0048571427712552,27006509696.04126,114672095.23609161,18575.0,26891837600.80517,89.8,[0.0045 0.     0.    ],[-21512883.67326789 -75705888.28194378   -274726.93265739],1e-09,496.06698844382225,154.60765618550025,0.02,0.005
out_f641cf76-d727-4856-a585-8260cbd058cf.h5,1.0048571427712552,27026054772.163555,134217171.358387,18575.0,26891837600.80517,88.0,[0.0036 0.     0.    ],[ 17308165.77008196 -76727727.07847996  -2746717.02781569],1e-09,495.804010870458,154.60765618550025,0.02,0.005
out_657a9ce5-86cc-4b55-b0f0-791f9d7ff596.h5,1.0048571427712552,27031106436.61434,139268835.80917358,18575.0,26891837600.80517,87.7,[0.00375 0.      0.     ],[66163220.75733914 42505448.40801917 -3158517.69570215],1e-09,495.7362017286284,154.60765618550025,0.02,0.005
out_a06ca5a2-a58f-4d8f-a5b0-6ecc02ccc686.h5,1.0048571427712552,27020975387.437603,129137786.63243484,18575.0,26891837600.80517,88.3,[0.00345 0.      0.     ],[ -2175955.74790336 -78638889.1910712   -2334841.05729442],1e-09,495.8722585404108,154.60765618550025,0.02,0.005
out_98868e65-efe3-4386-a538-6ab83f517427.h5,1.0048571427712552,27040272499.11304,148434898.30787277,18575.0,26891837600.80517,87.4,[0.0035 0.     0.    ],[-77130387.87527844 -15245257.31806566  -3570231.77123046],1e-09,495.6133324327771,154.60765618550025,0.02,0.005
out_216bc00b-c75f-48a0-9226-bbcc8093e05f.h5,1.0048571427712552,27030813672.18464,138976071.37947083,18575.0,26891837600.80517,87.8,[0.0027 0.     0.    ],[76719196.2531344  17300233.36415866  3021259.87030847],1e-09,495.74012974620604,154.60765618550025,0.02,0.005
out_eaf97679-4489-4a8e-ad1a-b4af6d51472c.h5,1.0048571427712552,27047255704.786892,155418103.9817238,18575.0,26891837600.80517,87.2,[0.00265 0.      0.     ],[ -101263.18322339 78609602.08328274  3844654.14061033],1e-09,495.5198689482851,154.60765618550025,0.02,0.005
out_a474eb2d-5ede-46fa-9e8b-2dc75128b495.h5,1.0048571427712552,27018463785.96263,126626185.15746307,18575.0,26891837600.80517,88.5,[0.0027 0.     0.    ],[-78520766.24136329  -4950345.28436197   2060220.81826565],1e-09,495.9060295838007,154.60765618550025,0.02,0.005
out_47abec7f-ab74-42ea-b263-134cac3c8c49.h5,1.0048571427712552,27052381570.49161,160543969.68644333,18575.0,26891837600.80517,87.1,[0.0024 0.     0.    ],[ 13093056.60062302 -77504696.08356261   3981847.96705131],1e-09,495.45134383819567,154.60765618550025,0.02,0.005
out_fb2cf1b3-5e44-4942-9851-86e07a26e9be.h5,1.0048571427712552,27017892922.686005,126055321.88083649,18575.0,26891837600.80517,88.6,[0.00255 0.      0.     ],[-11594915.10146192 -77821086.82502018   1922901.07592613],1e-09,495.91370769900993,154.60765618550025,0.02,0.005
out_dc5db4e3-be50-4ba0-868b-0893f34f5a6a.h5,1.0048571427712552,27006999493.401993,115161892.59682465,18575.0,26891837600.80517,89.2,[0.00445 0.      0.     ],[ -393441.42191259 78694973.4011117   1098874.25626444],1e-09,496.06038616264277,154.60765618550025,0.02,0.005
out_0666d45e-0e53-4c6d-886e-088e129f4ccb.h5,1.0048571427712552,27076581471.36401,184743870.5588417,18575.0,26891837600.80517,86.5,[0.0045 0.     0.    ],[-77615518.16771467  12124642.56192055  -4804741.58389951],1e-09,495.1287353611187,154.60765618550025,0.02,0.005
out_471ccb7a-9e4f-44b3-9551-f194c95d180d.h5,1.0048571427712552,27009145165.294247,117307564.48907852,18575.0,26891837600.80517,89.1,[0.0046 0.     0.    ],[ 61199339.36333715 -49470938.68015647  -1236222.86846876],1e-09,496.03147066473514,154.60765618550025,0.02,0.005
out_0fdabdd1-490f-44c7-a4c7-b6132b3fce6f.h5,1.0048571427712552,27069802945.707417,177965344.90224838,18575.0,26891837600.80517,86.6,[0.00475 0.      0.     ],[-76439242.40156424  18152593.21706665   4667626.80126039],1e-09,495.21894904004466,154.60765618550025,0.02,0.005
out_875a9060-8a2f-4725-a548-444867023c6b.h5,1.0048571427712552,27011759430.78027,119921829.97510147,18575.0,26891837600.80517,88.9,[0.0035 0.     0.    ],[26978691.0836829  73919743.92996764 -1510908.37725346],1e-09,495.99625644869076,154.60765618550025,0.02,0.005
out_f8aa4a8a-5871-4d0b-b476-342456a915a0.h5,1.0048571427712552,27010084745.671814,118247144.86664581,18575.0,26891837600.80517,90.0,[0.0015 0.     0.    ],[ 7.52052296e+07 -2.32041936e+07 -4.81920734e-09],1e-09,496.01881245500465,154.60765618550025,0.02,0.005
out_5f7d0985-6076-4904-8125-96e03f4d5990.h5,1.0048571427712552,27035491427.425953,143653826.62078476,18575.0,26891837600.80517,87.6,[0.0025 0.     0.    ],[24563569.05650532 74699599.47500311  3295765.89970319],1e-09,495.6773947816286,154.60765618550025,0.02,0.005
out_88f2783e-78ff-46c2-ad45-e4b1d830783e.h5,1.0048571427712552,27025165040.036755,133327439.23158646,18575.0,26891837600.80517,88.1,[0.00245 0.      0.     ],[-78103857.0857003   -9340210.27271989   2609432.84702172],1e-09,495.81596068122315,154.60765618550025,0.02,0.005
out_a7045f8f-ab40-4b41-adb4-5559ddafc6c4.h5,1.0048571427712552,27037867314.22951,146029713.4243431,18575.0,26891837600.80517,87.5,[0.00275 0.      0.     ],[-43630590.84476057  65412897.69622894   3433004.06422971],1e-09,495.6455525392603,154.60765618550025,0.02,0.005
out_c8841b6b-f33a-4d4b-bc51-8d9bc55282a4.h5,1.0048571427712552,27023649665.478443,131812064.673275,18575.0,26891837600.80517,88.2,[0.0026 0.     0.    ],[-47403600.23868936 -62777769.66465859  -2472140.71744274],1e-09,495.8363180746639,154.60765618550025,0.02,0.005
out_c22400e6-da0e-405f-bb2f-17f69d6ac3b2.h5,1.0048571427712552,27005350336.659973,113512735.854805,18575.0,26891837600.80517,89.6,[0.0047 0.     0.    ],[-78372271.87165679   7193487.6929608     549450.51785376],1e-09,496.08261864733754,154.60765618550025,0.02,0.005
out_d5f2d5fd-e406-4d48-a716-82737cf9fb66.h5,1.0048571427712552,27026858042.293404,135020441.48823547,18575.0,26891837600.80517,87.9,[0.00355 0.      0.     ],[-59910629.82922549  50957434.9642931    2883992.84163323],1e-09,495.79322406886143,154.60765618550025,0.02,0.005
out_f16116a6-4e95-4465-adfb-1156ac0da808.h5,1.0048571427712552,27005945778.263176,114108177.45800781,18575.0,26891837600.80517,89.5,[0.00455 0.      0.     ],[76456848.1952553  18658505.17711281   686810.00908256],1e-09,496.07459061129737,154.60765618550025,0.02,0.005
out_ec7d8497-75d7-49a1-9e7f-49d662917f18.h5,1.0048571427712552,27032588580.373802,140750979.56863403,18575.0,26891837600.80517,87.8,[0.00045 0.      0.     ],[55410520.72063319 55810459.07040703  3021259.87030847],1e-09,495.7163192108606,154.60765618550025,0.02,0.005
out_8780d1f7-c4cf-409d-9510-60d556195645.h5,1.0048571427712552,27027727880.444683,135890279.63951492,18575.0,26891837600.80517,88.0,[0.00155 0.      0.     ],[-68078056.46131328  39396636.06711346  -2746717.02781569],1e-09,495.78154522966344,154.60765618550025,0.02,0.005
out_944bc94b-8074-45fa-b1ca-c85020022a9b.h5,1.0048571427712552,27034625013.76859,142787412.96342087,18575.0,26891837600.80517,87.7,[0.0014 0.     0.    ],[78397305.55606614 -6176358.70881641 -3158517.69570215],1e-09,495.6890102954687,154.60765618550025,0.02,0.005
out_78e0e82c-09e8-4e36-843b-521646ec12fa.h5,1.0048571427712552,27022147362.826344,130309762.02117538,18575.0,26891837600.80517,88.3,[0.0017 0.     0.    ],[42178491.50144244 66406208.52966352 -2334841.05729442],1e-09,495.8565057181633,154.60765618550025,0.02,0.005
out_ba0a11e7-ec6e-4727-9174-c8e5295ec53f.h5,1.0048571427712552,27042827393.437965,150989792.63279724,18575.0,26891837600.80517,87.4,[0.00165 0.      0.     ],[ 58839069.84747046 -52148619.00347339   3570231.77123046],1e-09,495.5791230974807,154.60765618550025,0.02,0.005
out_fcf6a3b6-6ebe-481f-8887-a020e79d395d.h5,1.0048571427712552,27016708204.869976,124870604.06480789,18575.0,26891837600.80517,88.8,[0.0004 0.     0.    ],[ -2937848.27677201 -78631504.48238602   1648244.43709414],1e-09,495.9296448537486,154.60765618550025,0.02,0.005
out_1c48a0fe-350e-4c05-a41b-f23130370dad.h5,1.0048571427712552,27020738269.709145,128900668.90397644,18575.0,26891837600.80517,88.4,[0.0016 0.     0.    ],[-45239768.23153561  64364550.59121627  -2197534.28481529],1e-09,495.87544613264737,154.60765618550025,0.02,0.005
out_f8fb8d37-c9ea-40ef-b940-f2d7c978b7b8.h5,1.0048571427712552,27045600496.417625,153762895.61245728,18575.0,26891837600.80517,87.3,[0.00175 0.      0.     ],[ 76575787.33442292 -17795077.3630494    3707448.60268611],1e-09,495.5420109921711,154.60765618550025,0.02,0.005
out_1f57a897-56c5-4b89-a6fc-e41a65fb1d67.h5,1.0048571427712552,27017394081.985783,125556481.18061447,18575.0,26891837600.80517,88.7,[0.00145 0.      0.     ],[ 66672961.79141338 -41782640.48100755  -1785575.4760964 ],1e-09,495.9204178005382,154.60765618550025,0.02,0.005
out_98711d53-b3ce-4b64-b275-3e0a42e599f7.h5,1.0048571427712552,27056260304.345543,164422703.54037476,18575.0,26891837600.80517,87.0,[0.0015 0.     0.    ],[-7157999.25549733 78269136.96131994  4119029.66409281],1e-09,495.39953576516746,154.60765618550025,0.02,0.005
out_b6d286a0-5c3e-4f42-93fc-d2e9b9166baa.h5,1.0048571427712552,27030214998.028492,138377397.22332382,18575.0,26891837600.80517,87.9,[0.0016 0.     0.    ],[ 54248793.91217407 -56947450.37092626  -2883992.84163323],1e-09,495.7481628397664,154.60765618550025,0.02,0.005
out_6674bd51-5bfb-4da6-a5cb-5cf76d694fc8.h5,1.0048571427712552,27037475054.94932,145637454.1441536,18575.0,26891837600.80517,87.6,[0.00065 0.      0.     ],[71594275.98605095 32521665.58700153  3295765.89970319],1e-09,495.65080869697783,154.60765618550025,0.02,0.005
out_d498e775-b411-4c46-ad16-01296bed6f5b.h5,1.0048571427712552,27026472690.69369,134635089.8885231,18575.0,26891837600.80517,88.1,[0.0007 0.     0.    ],[-78626124.51155798  -2320466.30983955  -2609432.84702172],1e-09,495.79839859746136,154.60765618550025,0.02,0.005
out_304ee206-5c1e-4c86-a9ec-96081991cfb6.h5,1.0048571427712552,27040392544.11572,148554943.3105507,18575.0,26891837600.80517,87.5,[0.0004 0.     0.    ],[-37403852.57857983 -69162326.84605172  -3433004.06422971],1e-09,495.6117246873262,154.60765618550025,0.02,0.005
out_3f62481e-e9e5-4a70-8177-d7f906b23b37.h5,1.0048571427712552,27024771534.927536,132933934.12236786,18575.0,26891837600.80517,88.2,[0.00055 0.      0.     ],[-78230585.2190432    8253800.09113489   2472140.71744274],1e-09,495.8212464201499,154.60765618550025,0.02,0.005
out_64e1c38d-fee7-414b-b568-a367cc505179.h5,1.0048571427712552,27015336136.503914,123498535.69874573,18575.0,26891837600.80517,88.9,[0.00165 0.      0.     ],[-13973040.03042919 -77438572.22062403  -1510908.37725346],1e-09,495.9481068414795,154.60765618550025,0.02,0.005
out_7ffe60d0-44ab-43e3-ac6e-fa653ad564b6.h5,1.0048571427712552,27006283295.00155,114445694.19638062,18575.0,26891837600.80517,90.0,[0.00365 0.      0.     ],[1.96917498e+06 7.86789903e+07 4.81920734e-09],1e-09,496.07004045378216,154.60765618550025,0.02,0.005
out_80da9e6e-1fb2-47d7-a1d2-27fd421164bb.h5,1.0048571427712552,27049459503.605755,157621902.8005867,18575.0,26891837600.80517,87.2,[0.0005 0.     0.    ],[ 4951701.33994173 78453555.99183726 -3844654.14061033],1e-09,495.4903992165412,154.60765618550025,0.02,0.005
out_66304e95-8312-4c4f-b685-d2226f16937e.h5,1.0048571427712552,27020173015.144245,128335414.339077,18575.0,26891837600.80517,88.5,[0.00045 0.      0.     ],[76943588.1542918  16422572.621485    2060220.81826565],1e-09,495.8830454805692,154.60765618550025,0.02,0.005
out_ffaa9599-39e7-46c4-afea-d0ae1f5b26ba.h5,1.0048571427712552,27052937234.148666,161099633.34349823,18575.0,26891837600.80517,87.1,[0.00075 0.      0.     ],[-53520584.20427497  57566944.61742466   3981847.96705131],1e-09,495.4439194986191,154.60765618550025,0.02,0.005
out_b9f3edef-5fc4-4cc1-bc7a-6bb67c8560d8.h5,1.0048571427712552,27018934697.131756,127097096.32658768,18575.0,26891837600.80517,88.6,[0.0006 0.     0.    ],[-67742399.32063483 -40019132.23848177  -1922901.07592613],1e-09,495.8996964598841,154.60765618550025,0.02,0.005
out_04e0a51b-119e-498d-a986-2a4ee01f5ddc.h5,1.0048571427712552,27036287013.4171,144449412.61193085,18575.0,26891837600.80517,87.6,[0.00275 0.      0.     ],[-20916860.27514048 -75801609.7635785   -3295765.89970319],1e-09,495.66673051643977,154.60765618550025,0.02,0.005
out_12e29f61-bf4d-4c85-a76c-4870060ee69e.h5,1.0048571427712552,27025084792.031162,133247191.22599411,18575.0,26891837600.80517,88.1,[0.0026 0.     0.    ],[ 75729786.04711266 -21270907.94631626  -2609432.84702172],1e-09,495.81703857633164,154.60765618550025,0.02,0.005
out_d9358536-eddb-48dc-8862-5e10dc8d1c2c.h5,1.0048571427712552,27038337582.797,146499981.99183273,18575.0,26891837600.80517,87.5,[0.0025 0.     0.    ],[-49007616.98647269  61487633.87696271   3433004.06422971],1e-09,495.63925160219776,154.60765618550025,0.02,0.005
out_a8a1cf7f-d2c6-497c-8e3b-15a6cf869c7a.h5,1.0048571427712552,27023640414.94897,131802814.14380264,18575.0,26891837600.80517,88.2,[0.00245 0.      0.     ],[ 68776568.77137908 -38182892.34322306   2472140.71744274],1e-09,495.8364423635889,154.60765618550025,0.02,0.005
out_89047331-545f-4233-8569-de3c76484f8a.h5,1.0048571427712552,27006904287.699306,115066686.89413834,18575.0,26891837600.80517,89.6,[0.00455 0.      0.     ],[ 19145639.61235182 -76337433.46057431   -549450.51785376],1e-09,496.0616694503533,154.60765618550025,0.02,0.005
out_11f2fbb4-9cea-45e7-a1a3-50036f1cd5f4.h5,1.0048571427712552,27026389258.19209,134551657.38692093,18575.0,26891837600.80517,87.9,[0.0037 0.     0.    ],[-41564210.56861386  66770952.84989252  -2883992.84163323],1e-09,495.79951898549416,154.60765618550025,0.02,0.005
out_f0949248-6e79-4c12-820d-e93e6c96b1aa.h5,1.0048571427712552,27004661028.213463,112823427.40829468,18575.0,26891837600.80517,89.5,[0.0047 0.     0.    ],[-4984345.95396405 78542636.49004827   686810.00908256],1e-09,496.0919133923028,154.60765618550025,0.02,0.005
out_98440365-4ae7-4479-95f3-a8f74e293b73.h5,1.0048571427712552,27047804777.643406,155967176.83823776,18575.0,26891837600.80517,87.2,[0.0024 0.     0.    ],[52038159.80219558 58919518.99265201 -3844654.14061033],1e-09,495.5125254473672,154.60765618550025,0.02,0.005
out_ce46ded4-6a82-4062-b6de-8a69301f6e6e.h5,1.0048571427712552,27018654013.75995,126816412.95478058,18575.0,26891837600.80517,88.5,[0.00255 0.      0.     ],[78557202.80495825 -4333882.44255428  2060220.81826565],1e-09,495.9034712058714,154.60765618550025,0.02,0.005
out_31edd7fa-7f22-47a0-9639-36a43849dd41.h5,1.0048571427712552,27051934362.215378,160096761.41020966,18575.0,26891837600.80517,87.1,[0.00265 0.      0.     ],[ 56839877.74038476 -54292120.46522623   3981847.96705131],1e-09,495.45731965721114,154.60765618550025,0.02,0.005
out_20c5278f-6558-4471-8528-0f323ebf217f.h5,1.0048571427712552,27017279962.943832,125442362.13866425,18575.0,26891837600.80517,88.6,[0.0027 0.     0.    ],[-76358799.95130554 -18970958.88019204  -1922901.07592613],1e-09,495.921952950969,154.60765618550025,0.02,0.005
out_357933fb-3378-44c8-89a2-5499a9ad2fe3.h5,1.0048571427712552,27006790336.445328,114952735.6401596,18575.0,26891837600.80517,89.2,[0.0046 0.     0.    ],[45577025.39524572 64154410.53330068 -1098874.25626444],1e-09,496.06320544226475,154.60765618550025,0.02,0.005
out_59b29c77-1dc7-4fdf-ad31-c259aafe097e.h5,1.0048571427712552,27076853742.352383,185016141.5472145,18575.0,26891837600.80517,86.5,[0.00475 0.      0.     ],[ 65999000.21057198 -42606426.61503193   4804741.58389951],1e-09,495.1251142203255,154.60765618550025,0.02,0.005
out_1d8b1cbe-37f7-4ca8-95a7-723604a3f1e8.h5,1.0048571427712552,27009864714.17558,118027113.37041092,18575.0,26891837600.80517,89.1,[0.00445 0.      0.     ],[ 16693539.46370844 -76902917.06156743  -1236222.86846876],1e-09,496.0217765568009,154.60765618550025,0.02,0.005
