File_name,signal,trap,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_f269d75e-1a36-426b-b479-fb1bf3be69ed.h5,signal1,Bathtub,0.7,18917536334.92634,210086199.11275482,18575.0,18707450135.813583,89.5,[ 7.66651854e-05 -1.61503588e-03  0.00000000e+00],[-21814979.93513331  75616771.29993314   -686810.00908256],1e-09,0.1,594.9454500719614,108.22536124357357,0.02
out_889fbd1f-3521-4eae-8cd7-eec30473b5d9.h5,signal1,Bathtub,0.7,18917552391.9388,210102256.12521744,18575.0,18707450135.813583,89.5,[-0.00065374 -0.00023914  0.        ],[49160299.12764729 61457745.16752873  -686810.00908256],1e-09,0.1,594.9446956383232,108.22536124357357,0.02
out_6e1e52a9-27cc-404a-b94b-43f99f2bfac0.h5,signal1,Bathtub,0.7,18917535943.50251,210085807.6889267,18575.0,18707450135.813583,89.5,[-0.00074665 -0.00189839  0.        ],[55025542.98260392 56267033.6064224   -686810.00908256],1e-09,0.1,594.9454684629454,108.22536124357357,0.02
out_dd054181-d461-49f6-869a-4486c27bbffc.h5,signal1,Bathtub,0.7,18917486965.937332,210036830.12374878,18575.0,18707450135.813583,89.5,[ 0.00075268 -0.0027488   0.        ],[-10768301.26644129 -77960458.81876157   -686810.00908256],1e-09,0.1,594.9477696882639,108.22536124357357,0.02
out_2f12acf8-cf58-4251-9b20-3fce959a564f.h5,signal1,Bathtub,0.7,18917553304.60236,210103168.7887764,18575.0,18707450135.813583,89.5,[0.00115791 0.00041563 0.        ],[54992925.5548902  56298912.86970793  -686810.00908256],1e-09,0.1,594.9446527572593,108.22536124357357,0.02
out_15f15583-4c40-4644-a00d-5e0cff599b8b.h5,signal1,Bathtub,0.7,18917548522.397747,210098386.58416367,18575.0,18707450135.813583,89.5,[-0.00010077  0.00200671  0.        ],[-78486438.00421463  -5802456.44595745    686810.00908256],1e-09,0.1,594.9448774470442,108.22536124357357,0.02
out_340c6fa0-d29a-4ac1-8c98-a58288140632.h5,signal1,Bathtub,0.7,18917436973.8693,209986838.05571747,18575.0,18707450135.813583,89.5,[0.00287986 0.00191745 0.        ],[ 70854168.16294874 -34256040.42111758    686810.00908256],1e-09,0.1,594.9501186262693,108.22536124357357,0.02
out_d7df56c5-b46c-4777-9cee-e7a2f1833595.h5,signal1,Bathtub,0.7,18917500116.000515,210049980.1869316,18575.0,18707450135.813583,89.5,[-0.0029939   0.00042223  0.        ],[ 69937584.9967489  -36090492.60150357   -686810.00908256],1e-09,0.1,594.9471518242964,108.22536124357357,0.02
out_55ccd7c5-6ab8-4786-a8a6-8983f19cb8b4.h5,signal1,Bathtub,0.7,18917476518.173973,210026382.3603897,18575.0,18707450135.813583,89.5,[ 0.00023807 -0.00395448  0.        ],[ 75942350.30776365 -20653059.84907736   -686810.00908256],1e-09,0.1,594.9482605852697,108.22536124357357,0.02
out_9b7c4b6d-a597-4441-b0f6-5cc6d508cb1a.h5,signal1,Bathtub,0.7,18917507763.232628,210057627.4190445,18575.0,18707450135.813583,89.5,[-0.00299633 -0.00146372  0.        ],[ 27944407.21997258 -73572410.29435562   -686810.00908256],1e-09,0.1,594.9467925157766,108.22536124357357,0.02
out_fc777d10-fc7c-4af0-ab5b-fd8857946818.h5,signal1,Bathtub,0.7,18926600579.39942,219150443.58583832,18575.0,18707450135.813583,88.0,[0.00108793 0.00118906 0.        ],[-63725528.80711964 -46106113.29538968  -2746717.02781569],1e-09,0.1,594.5203300519238,108.22536124357357,0.02
out_0bafa31d-43cb-4cdb-912b-b23c4c1f0eca.h5,signal1,Bathtub,0.7,18926587373.168964,219137237.355381,18575.0,18707450135.813583,88.0,[-2.49649832e-03 -6.21106077e-05  0.00000000e+00],[ 5.72095186e+04 -7.86556637e+07  2.74671703e+06],1e-09,0.1,594.5209483277262,108.22536124357357,0.02
out_3b6e3c4b-feb9-4d21-8621-f8fcd57d61f7.h5,signal1,Bathtub,0.7,18926484656.60593,219034520.79234695,18575.0,18707450135.813583,88.0,[-0.00140912  0.0025216   0.        ],[ 56521498.10890821 -54699515.13934129   2746717.02781569],1e-09,0.1,594.5257573168417,108.22536124357357,0.02
out_de14b0af-604e-459a-a26b-e9e8ed68dfd1.h5,signal1,Bathtub,0.7,18926433840.659203,218983704.8456192,18575.0,18707450135.813583,88.0,[-0.00326535 -0.00042225  0.        ],[-75723133.32318811  21277306.80027486  -2746717.02781569],1e-09,0.1,594.5281364924401,108.22536124357357,0.02
out_366376c0-0a9e-4bd9-a3c3-cd12e80be720.h5,signal1,Bathtub,0.7,18926600505.64365,219150369.83006668,18575.0,18707450135.813583,88.0,[ 9.47436584e-05 -1.24188653e-03  0.00000000e+00],[-36671861.02842344  69583700.05731474  -2746717.02781569],1e-09,0.1,594.5203335049372,108.22536124357357,0.02
out_aef81459-1a9b-4022-aaac-11c66e977f0d.h5,signal1,Bathtub,0.7,18926516611.68702,219066475.87343597,18575.0,18707450135.813583,88.0,[0.00220548 0.00018862 0.        ],[ 39286047.87676307 -68141933.83797546  -2746717.02781569],1e-09,0.1,594.5242612213837,108.22536124357357,0.02
out_7b2cfd4a-4b8a-49b7-b4b0-b61512589c02.h5,signal1,Bathtub,0.7,18926447728.211845,218997592.39826202,18575.0,18707450135.813583,88.0,[ 0.00267093 -0.00163793  0.        ],[-78426673.9050808    5997793.355932    -2746717.02781569],1e-09,0.1,594.5274862798724,108.22536124357357,0.02
out_8bedc2f5-60fa-4584-9591-d8017c95fa77.h5,signal1,Bathtub,0.7,18926468902.60931,219018766.79572678,18575.0,18707450135.813583,88.0,[0.00168169 0.00218739 0.        ],[ 18464396.99510935 -76457718.6983848   -2746717.02781569],1e-09,0.1,594.52649490548,108.22536124357357,0.02
out_801198aa-adea-48cc-bff2-9ae69bcbaf98.h5,signal1,Bathtub,0.7,18926330665.262974,218880529.4493904,18575.0,18707450135.813583,88.0,[-0.00384956 -0.00011847  0.        ],[38522963.71637516 68576220.16020705  2746717.02781569],1e-09,0.1,594.5329672564453,108.22536124357357,0.02
out_ab7dbd77-4d3d-4ade-8559-d289ef653435.h5,signal1,Bathtub,0.7,18926482012.91415,219031877.10056686,18575.0,18707450135.813583,88.0,[ 0.0009406  -0.00234193  0.        ],[-76351888.41199253 -18897244.26674382  -2746717.02781569],1e-09,0.1,594.525881091908,108.22536124357357,0.02
out_ca7e6f6c-4605-42b2-8941-fa8a3bc63a5d.h5,signal1,Bathtub,0.7,18926555046.907303,219104911.09371948,18575.0,18707450135.813583,88.0,[-0.0026533  0.0013651  0.       ],[-40948663.23232089 -67155965.36749594  -2746717.02781569],1e-09,0.1,594.5224617592124,108.22536124357357,0.02
out_f4071973-f757-43ec-b755-e215be7337cd.h5,signal1,Bathtub,0.7,18926614261.40012,219164125.5865364,18575.0,18707450135.813583,88.0,[6.64360785e-04 2.58776217e-05 0.00000000e+00],[ 19103777.07172086 -76300474.48442465  -2746717.02781569],1e-09,0.1,594.5196895053958,108.22536124357357,0.02
out_f950d060-664b-4dc2-9c44-940f1a9e012b.h5,signal1,Bathtub,0.7,18926524962.251938,219074826.4383545,18575.0,18707450135.813583,88.0,[0.00048664 0.00240692 0.        ],[37589565.37446488 69092266.42623019 -2746717.02781569],1e-09,0.1,594.5238702618731,108.22536124357357,0.02
out_05c9506b-597f-4239-8c54-525aaf96fbaa.h5,signal1,Bathtub,0.7,18926626764.439396,219176628.62581253,18575.0,18707450135.813583,88.0,[-2.88159197e-04 -1.66196276e-05  0.00000000e+00],[20995870.55189261 75801649.88126916  2746717.02781569],1e-09,0.1,594.519104157011,108.22536124357357,0.02
out_318f209e-c627-4de5-9902-15c52235fd45.h5,signal1,Bathtub,0.7,18926563336.30466,219113200.49107742,18575.0,18707450135.813583,88.0,[-0.00116317  0.00205287  0.        ],[ 14077063.37374684 -77385741.5272727    2746717.02781569],1e-09,0.1,594.5220736693489,108.22536124357357,0.02
out_7c549d3f-f17e-4867-bcd9-9f551a246835.h5,signal1,Bathtub,0.7,18926471788.60272,219021652.78913498,18575.0,18707450135.813583,88.0,[-0.00165807 -0.00254106  0.        ],[-58240893.45951352 -52865064.39977103   2746717.02781569],1e-09,0.1,594.5263597853955,108.22536124357357,0.02
out_eb78b6fd-8ec3-4096-b4a7-33f6c0b7f283.h5,signal1,Bathtub,0.7,18926634053.944057,219183918.1304741,18575.0,18707450135.813583,88.0,[0.00119923 0.0002623  0.        ],[-17074448.62442321  76780074.94868883  -2746717.02781569],1e-09,0.1,594.518762889339,108.22536124357357,0.02
out_57711dfc-89b7-4b09-9c2b-01d31510feed.h5,signal1,Bathtub,0.7,18926636362.86399,219186227.0504074,18575.0,18707450135.813583,88.0,[ 0.00065993 -0.00024711  0.        ],[-22330179.85958854  75419359.4005728    2746717.02781569],1e-09,0.1,594.5186547944444,108.22536124357357,0.02
out_1d82f978-a8cf-4712-8842-806542201bfe.h5,signal1,Bathtub,0.7,18926608318.663216,219158182.84963226,18575.0,18707450135.813583,88.0,[0.00097133 0.00183041 0.        ],[-74215331.8752021   26053813.91673693   2746717.02781569],1e-09,0.1,594.5199677244779,108.22536124357357,0.02
out_d49c13e8-b98d-419a-8816-a23fcc7dce41.h5,signal1,Bathtub,0.7,18926541970.622955,219091834.80937195,18575.0,18707450135.813583,88.0,[-0.00148743 -0.00203878  0.        ],[54964562.1578685  56263785.97062373 -2746717.02781569],1e-09,0.1,594.5230739623187,108.22536124357357,0.02
out_43289eb0-6459-473b-8235-97cf9214aefd.h5,signal1,Bathtub,0.7,18926369628.947994,218919493.13441086,18575.0,18707450135.813583,88.0,[0.00383724 0.00112097 0.        ],[77331435.7376722  14372395.47551556 -2746717.02781569],1e-09,0.1,594.5311429188647,108.22536124357357,0.02
out_8d1ff585-7c85-4167-9f51-58e25b383851.h5,signal1,Bathtub,0.7,18926619065.56047,219168929.7468872,18575.0,18707450135.813583,88.0,[0.00058227 0.00012053 0.        ],[ 59986467.9196271  -50875734.60385504   2746717.02781569],1e-09,0.1,594.51946459114,108.22536124357357,0.02
out_74718ba6-5eea-4c8d-b985-18e2e2ef2c64.h5,signal1,Bathtub,0.7,18926624638.54475,219174502.73116684,18575.0,18707450135.813583,88.0,[-0.00033588  0.0001987   0.        ],[69642915.09110469 36559281.75672392  2746717.02781569],1e-09,0.1,594.5192036837278,108.22536124357357,0.02
out_e40e19fa-5505-4837-94ae-8550a3c047de.h5,signal1,Bathtub,0.7,18926393909.94649,218943774.13290787,18575.0,18707450135.813583,88.0,[0.00306011 0.00119475 0.        ],[ 38517789.03305007 -68579126.80225515   2746717.02781569],1e-09,0.1,594.5300060606581,108.22536124357357,0.02
out_c8bbd7d1-e304-4405-b31f-f4b0e3aa9dbc.h5,signal1,Bathtub,0.7,18926585464.77608,219135328.9624977,18575.0,18707450135.813583,88.0,[0.0015731  0.00073845 0.        ],[73198880.91971868 28786117.08888831 -2746717.02781569],1e-09,0.1,594.5210376731808,108.22536124357357,0.02
out_41981086-4e79-42cf-9f74-bb2f6ff92239.h5,signal1,Bathtub,0.7,18926518588.01684,219068452.2032585,18575.0,18707450135.813583,88.0,[0.00061632 0.00328771 0.        ],[-62965192.13043968  47139169.32797141  -2746717.02781569],1e-09,0.1,594.524168692804,108.22536124357357,0.02
out_b75b4e6c-efd1-4962-bc3d-c60f3baafd70.h5,signal1,Bathtub,0.7,18926571422.345917,219121286.53233337,18575.0,18707450135.813583,88.0,[-0.00182592 -0.00039805  0.        ],[70671744.64851397 34528556.49009354  2746717.02781569],1e-09,0.1,594.5216951013575,108.22536124357357,0.02
out_00c3781a-a0df-4057-ab40-035928a6ce0b.h5,signal1,Bathtub,0.7,18926575935.51295,219125799.69936752,18575.0,18707450135.813583,88.0,[0.00097788 0.00171411 0.        ],[35662645.39850153 70106293.78404683  2746717.02781569],1e-09,0.1,594.5214838068223,108.22536124357357,0.02
out_cfc3497f-6948-41c0-a226-9f2695142a65.h5,signal1,Bathtub,0.7,18926576292.350956,219126156.5373726,18575.0,18707450135.813583,88.0,[0.00223219 0.00075361 0.        ],[44795633.68048434 64653444.6732593  -2746717.02781569],1e-09,0.1,594.5214671006273,108.22536124357357,0.02
out_75655b4a-6738-4e86-bdcd-4661406c2f3f.h5,signal1,Bathtub,0.7,18926615749.941776,219165614.1281929,18575.0,18707450135.813583,88.0,[0.00137404 0.00029397 0.        ],[61619441.30357769 48885183.42390962  2746717.02781569],1e-09,0.1,594.5196198169521,108.22536124357357,0.02
out_c46cb2ee-a312-488b-a64b-3dbd92dc6f4a.h5,signal1,Bathtub,0.7,18926604165.422585,219154029.60900116,18575.0,18707450135.813583,88.0,[ 0.001721   -0.00126483  0.        ],[26159319.21305923 74178209.22119658  2746717.02781569],1e-09,0.1,594.5201621657123,108.22536124357357,0.02
out_290ab418-00ac-4a9d-b6f4-45beaef21ccb.h5,signal1,Bathtub,0.7,18926513559.11481,219063423.30122757,18575.0,18707450135.813583,88.0,[0.00235917 0.00021024 0.        ],[-53185808.02755424 -57948136.54821432   2746717.02781569],1e-09,0.1,594.5244041380407,108.22536124357357,0.02
out_c14af99b-f705-4467-ba64-d3744a3bf737.h5,signal1,Bathtub,0.7,18926431443.509796,218981307.69621277,18575.0,18707450135.813583,88.0,[-0.00141874  0.00310234  0.        ],[ 48242915.69631207 -62123568.71649335  -2746717.02781569],1e-09,0.1,594.528248726879,108.22536124357357,0.02
out_afb48b04-4c1a-4c23-a59c-5e1ffd658502.h5,signal1,Bathtub,0.7,18926545554.292564,219095418.47898102,18575.0,18707450135.813583,88.0,[0.00151402 0.00258747 0.        ],[-78654518.85370271   -428215.88815411  -2746717.02781569],1e-09,0.1,594.5229061824112,108.22536124357357,0.02
out_0a3e80ad-1d5a-4d21-9704-6e50e240fdea.h5,signal1,Bathtub,0.7,18926562758.7419,219112622.92831802,18575.0,18707450135.813583,88.0,[-0.00241366 -0.00147416  0.        ],[ 61979176.73585945 -48428280.5403975   -2746717.02781569],1e-09,0.1,594.5221007094221,108.22536124357357,0.02
out_a74d2814-97dd-42c3-bfb2-3a62d68a7e93.h5,signal1,Bathtub,0.7,18926433660.886227,218983525.07264328,18575.0,18707450135.813583,88.0,[0.00171579 0.00276239 0.        ],[ -5828468.1611812  -78439439.46668947   2746717.02781569],1e-09,0.1,594.5281449094,108.22536124357357,0.02
out_6d956928-b064-474f-91c5-41e951de213c.h5,signal1,Bathtub,0.7,18926562497.864616,219112362.05103302,18575.0,18707450135.813583,88.0,[-0.00123604 -0.00112182  0.        ],[-75167530.53983393  23163744.46192749  -2746717.02781569],1e-09,0.1,594.5221129230591,108.22536124357357,0.02
out_9ddb8092-0c72-4c64-b0b1-bc823c03a421.h5,signal1,Bathtub,0.7,18926578188.778896,219128052.96531296,18575.0,18707450135.813583,88.0,[-0.00238509  0.00081135  0.        ],[-61469125.05181873 -49074060.05537157  -2746717.02781569],1e-09,0.1,594.5213783150153,108.22536124357357,0.02
out_393326ca-2ce9-42cd-932a-35f56f72254b.h5,signal1,Bathtub,0.7,18926448567.625874,218998431.8122902,18575.0,18707450135.813583,88.0,[-0.00259    -0.00116026  0.        ],[-15276130.18858259  77157997.32636805   2746717.02781569],1e-09,0.1,594.5274469787818,108.22536124357357,0.02
out_54f1d298-094e-4331-b07f-d322a058b492.h5,signal1,Bathtub,0.7,18926344152.170647,218894016.3570633,18575.0,18707450135.813583,88.0,[-0.00156675  0.0033556   0.        ],[55019263.00310264 56210296.24143397 -2746717.02781569],1e-09,0.1,594.5323357762289,108.22536124357357,0.02
out_74d0785f-8574-4c90-90bc-98faf2a04e47.h5,signal1,Bathtub,0.7,18926467436.650803,219017300.83721924,18575.0,18707450135.813583,88.0,[-0.00229423  0.00133882  0.        ],[35883871.92213207 69993317.11549586  2746717.02781569],1e-09,0.1,594.5265635406358,108.22536124357357,0.02
out_e0a0f10b-9b19-4fae-b922-01ace0fe5038.h5,signal1,Bathtub,0.7,18926629175.580208,219179039.76662445,18575.0,18707450135.813583,88.0,[-0.00036765 -0.0011358   0.        ],[ 40751386.96170089 -67275858.71359843  -2746717.02781569],1e-09,0.1,594.5189912761992,108.22536124357357,0.02
out_68c67c94-f976-4ff3-bb48-405868ffe3bd.h5,signal1,Bathtub,0.7,18926552757.38811,219102621.57452774,18575.0,18707450135.813583,88.0,[-0.00118828 -0.00277231  0.        ],[ 71851361.40943003 -32001540.09677991   2746717.02781569],1e-09,0.1,594.5225689492781,108.22536124357357,0.02
out_981d4fab-0c38-4e98-b54a-38fe71e8c254.h5,signal1,Bathtub,0.7,18926599904.16059,219149768.34700775,18575.0,18707450135.813583,88.0,[ 0.001765   -0.00017702  0.        ],[74712987.36480203 24590368.52064797  2746717.02781569],1e-09,0.1,594.520361664487,108.22536124357357,0.02
out_2f710ff2-5d62-4792-a344-cf536d59ffc1.h5,signal1,Bathtub,0.7,18926498847.592377,219048711.77879333,18575.0,18707450135.813583,88.0,[ 0.00145336 -0.00251786  0.        ],[-41082935.40143653  67073907.9207089   -2746717.02781569],1e-09,0.1,594.5250929109292,108.22536124357357,0.02
out_0dbf5f24-cffd-461e-9fac-cfd34b81d3d7.h5,signal1,Bathtub,0.7,18926522571.82741,219072436.01382828,18575.0,18707450135.813583,88.0,[-0.00306454  0.00039718  0.        ],[ 55047441.65211821 -56182700.82962357  -2746717.02781569],1e-09,0.1,594.5239821774277,108.22536124357357,0.02
out_671f739c-df86-45f5-b7d6-b68465545fda.h5,signal1,Bathtub,0.7,18926472765.8478,219022630.03421783,18575.0,18707450135.813583,88.0,[-0.00028975 -0.00280443  0.        ],[-40820435.06118295  67233985.35242492   2746717.02781569],1e-09,0.1,594.5263140315359,108.22536124357357,0.02
out_f4f2ed31-e8ea-4486-8af2-8d62312a9437.h5,signal1,Bathtub,0.7,18926580038.844032,219129903.0304489,18575.0,18707450135.813583,88.0,[ 0.00106227 -0.00185783  0.        ],[ 62580912.92809705 -47648148.35898957  -2746717.02781569],1e-09,0.1,594.5212917000483,108.22536124357357,0.02
out_d0f90b5b-12e6-4f6d-8f4e-9944e803dbc3.h5,signal1,Bathtub,0.7,18926461400.925827,219011265.11224365,18575.0,18707450135.813583,88.0,[-0.00133632  0.00376005  0.        ],[-73114968.21231489 -28998588.3840322   -2746717.02781569],1e-09,0.1,594.5268461294922,108.22536124357357,0.02
out_b747a36c-1a09-44e0-bbd4-441ba0ede871.h5,signal1,Bathtub,0.7,18926520806.905876,219070671.0922928,18575.0,18707450135.813583,88.0,[-0.00182919 -0.00121888  0.        ],[-1877485.5841492  78633273.82753217 -2746717.02781569],1e-09,0.1,594.5240648080785,108.22536124357357,0.02
out_2381db3a-7ce2-478a-94d7-992048862a9e.h5,signal1,Bathtub,0.7,18926511259.49413,219061123.6805458,18575.0,18707450135.813583,88.0,[0.00155541 0.00277232 0.        ],[-70633231.44700067 -34607272.65053952   2746717.02781569],1e-09,0.1,594.5245118027983,108.22536124357357,0.02
out_c8537a60-500d-492b-a551-31fc5ed90777.h5,signal1,Bathtub,0.7,18926620853.284378,219170717.47079468,18575.0,18707450135.813583,88.0,[-0.00020774  0.00066455  0.        ],[ 7737333.85150079 78274199.89897542  2746717.02781569],1e-09,0.1,594.5193808961674,108.22536124357357,0.02
out_36814672-4d6d-4754-abb7-39059f85ac34.h5,signal1,Bathtub,0.7,18926316768.657375,218866632.84379196,18575.0,18707450135.813583,88.0,[-0.00224914 -0.00327764  0.        ],[-28504448.84877777  73309024.68851809  -2746717.02781569],1e-09,0.1,594.5336179229399,108.22536124357357,0.02
out_b39ebb84-ec33-4643-b733-34b00f143d9e.h5,signal1,Bathtub,0.7,18926457749.069016,219007613.25543213,18575.0,18707450135.813583,88.0,[0.00223171 0.00328151 0.        ],[-43690868.37929452  65405081.79963928  -2746717.02781569],1e-09,0.1,594.5270171074638,108.22536124357357,0.02
out_ef6a0a3b-53ab-4629-9509-f340a61e62b3.h5,signal1,Bathtub,0.7,18926540110.85615,219089975.0425682,18575.0,18707450135.813583,88.0,[0.00102259 0.00161612 0.        ],[ 75109257.06534527 -23352006.51006732   2746717.02781569],1e-09,0.1,594.5231610328,108.22536124357357,0.02
out_0921a00c-5ffe-4101-b6de-bff486c3d23d.h5,signal1,Bathtub,0.7,18926605592.755405,219155456.94182205,18575.0,18707450135.813583,88.0,[0.00111989 0.00181537 0.        ],[-59835916.0920182   51052716.38594073   2746717.02781569],1e-09,0.1,594.5200953425904,108.22536124357357,0.02
out_a1327bee-9646-41c4-a5d9-c2cd6dc5b4b5.h5,signal1,Bathtub,0.7,18926439539.55461,218989403.74102783,18575.0,18707450135.813583,88.0,[0.00371208 0.00133485 0.        ],[-72519334.11040704  30457558.75209795  -2746717.02781569],1e-09,0.1,594.527869670812,108.22536124357357,0.02
out_9a43d79a-86d2-4091-aee6-8bb44328a379.h5,signal1,Bathtub,0.7,18926511672.122086,219061536.3085022,18575.0,18707450135.813583,88.0,[ 0.00234376 -0.00160151  0.        ],[-61200557.22840961  49408587.30915613  -2746717.02781569],1e-09,0.1,594.5244924841752,108.22536124357357,0.02
out_b42d4066-a928-4a88-9e60-af3bf564de7e.h5,signal1,Bathtub,0.7,18926559258.080643,219109122.26705933,18575.0,18707450135.813583,88.0,[5.03156996e-05 1.96102238e-03 0.00000000e+00],[ 28844360.14328566 -73175949.55228649   2746717.02781569],1e-09,0.1,594.5222646019365,108.22536124357357,0.02
