File_name,signal,trap,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_43c218dc-3613-4196-9fef-4c6986e1c6a6.h5,signal1,Bathtub,0.7,18926480153.851856,219030018.03827286,18575.0,18707450135.813583,88.0,[-0.00222156 -0.00201557  0.        ],[47904010.36927201 62385274.66874714 -2746717.02781569],1e-09,0.1,594.5259681314656,108.22536124357357,0.02
out_4852e3b3-600d-4247-86d8-54cbf8ebc316.h5,signal1,Bathtub,0.7,18926608340.07989,219158204.26630783,18575.0,18707450135.813583,88.0,[-0.00091309  0.00180082  0.        ],[-52371387.97050439 -58685214.72225565   2746717.02781569],1e-09,0.1,594.5199667218196,108.22536124357357,0.02
out_f53eb43f-1f32-4865-ab10-d73bf873e8de.h5,signal1,Bathtub,0.7,18926618632.56201,219168496.74842834,18575.0,18707450135.813583,88.0,[ 0.0016058  -0.00064254  0.        ],[-4238941.41987564 78541378.14294581 -2746717.02781569],1e-09,0.1,594.5194848626204,108.22536124357357,0.02
out_3f2d9d35-dbe3-4542-a484-c6b4433490dc.h5,signal1,Bathtub,0.7,18926537680.27651,219087544.46292496,18575.0,18707450135.813583,88.0,[0.00270787 0.00075051 0.        ],[56476313.18667942 54746166.56711631 -2746717.02781569],1e-09,0.1,594.5232748276682,108.22536124357357,0.02
out_9a229bad-5fc9-4fc7-85be-a9e34e2cb367.h5,signal1,Bathtub,0.7,18926536835.996895,219086700.18331146,18575.0,18707450135.813583,88.0,[-8.81937663e-05  1.96415566e-03  0.00000000e+00],[ 74864764.76641786 -24124338.36239373  -2746717.02781569],1e-09,0.1,594.5233143551734,108.22536124357357,0.02
out_fefa2c45-1459-4fb5-8d2d-544c92233771.h5,signal1,Bathtub,0.7,18926611938.81757,219161803.00398636,18575.0,18707450135.813583,88.0,[0.00075346 0.000551   0.        ],[77831199.2392575  11358746.84696101 -2746717.02781569],1e-09,0.1,594.5197982408713,108.22536124357357,0.02
out_03df007f-b735-44e1-9205-53ac6fc15cb0.h5,signal1,Bathtub,0.7,18919536557.0235,212086421.20991516,18575.0,18707450135.813583,89.0,[-6.09099951e-06 -2.04804437e-04  0.00000000e+00],[78452049.36619185 -6135993.91805058  1373567.71492384],1e-09,0.1,594.8515071312019,108.22536124357357,0.02
out_0ddfcef2-03d8-40cc-8170-9bddcbc7f4e8.h5,signal1,Bathtub,0.7,18919477825.362614,212027689.5490303,18575.0,18707450135.813583,89.0,[0.00050307 0.00312155 0.        ],[-43087116.48773134  65847360.34109814   1373567.71492384],1e-09,0.1,594.8542644787367,108.22536124357357,0.02
out_f5b1e718-1a95-4211-8137-5805b625b890.h5,signal1,Bathtub,0.7,18919447334.374584,211997198.56100082,18575.0,18707450135.813583,89.0,[ 3.76674351e-03 -9.33927554e-06  0.00000000e+00],[69281649.55697112 37315244.95139751 -1373567.71492384],1e-09,0.1,594.8556960019087,108.22536124357357,0.02
out_de327ca8-8771-4bcb-8748-ded63c18a397.h5,signal1,Bathtub,0.7,18919419505.231617,211969369.4180336,18575.0,18707450135.813583,89.0,[-0.00063204 -0.00343281  0.        ],[-77654784.53185436 -12732199.74823787  -1373567.71492384],1e-09,0.1,594.857002569024,108.22536124357357,0.02
out_56c571fb-a5bc-4b3a-a79a-f2e45baaf044.h5,signal1,Bathtub,0.7,18919440143.437325,211990007.62374115,18575.0,18707450135.813583,89.0,[ 3.77820241e-05 -3.16484957e-03  0.00000000e+00],[-58034541.1608773  -53144769.29448649  -1373567.71492384],1e-09,0.1,594.8560336121553,108.22536124357357,0.02
out_cd55130c-9c20-43c0-ae8c-8bef4129871e.h5,signal1,Bathtub,0.7,18919408542.872868,211958407.0592842,18575.0,18707450135.813583,89.0,[0.00056394 0.00382344 0.        ],[ 42097303.18803042 -66484521.02115799   1373567.71492384],1e-09,0.1,594.8575172513229,108.22536124357357,0.02
out_06fdfba1-4eec-4b18-9a03-56de9b89848d.h5,signal1,Bathtub,0.7,18919411530.98892,211961395.17533493,18575.0,18707450135.813583,89.0,[0.0025509  0.00270109 0.        ],[ 15431409.82498025 -77163761.32571077  -1373567.71492384],1e-09,0.1,594.8573769591742,108.22536124357357,0.02
out_cea45a0f-2552-4675-b0eb-1900dd8acc17.h5,signal1,Bathtub,0.7,18919507709.30093,212057573.48734665,18575.0,18707450135.813583,89.0,[0.00154287 0.00051362 0.        ],[-64531049.92657294 -45034631.85695987  -1373567.71492384],1e-09,0.1,594.8528614727212,108.22536124357357,0.02
out_4fcf4cfd-eb0a-4e4d-9da9-4552f3110a3e.h5,signal1,Bathtub,0.7,18919505629.58844,212055493.77485657,18575.0,18707450135.813583,89.0,[ 0.00065479 -0.00172441  0.        ],[ 24861215.93065374 -74661197.50959773  -1373567.71492384],1e-09,0.1,594.8529591115621,108.22536124357357,0.02
out_e1cf0939-5ce6-489a-9620-08c18e996d02.h5,signal1,Bathtub,0.7,18919506905.66298,212056769.84939575,18575.0,18707450135.813583,89.0,[-0.00203486 -0.00150378  0.        ],[ 64792411.26720634 -44657786.70398868   1373567.71492384],1e-09,0.1,594.852899202099,108.22536124357357,0.02
out_1f039789-b624-44b1-b7b6-38cc5ebd70d3.h5,signal1,Bathtub,0.7,18919499969.112755,212049833.29917145,18575.0,18707450135.813583,89.0,[-0.0008005   0.00143158  0.        ],[24360847.3738129  74825955.29859641  1373567.71492384],1e-09,0.1,594.8532248613391,108.22536124357357,0.02
out_170654b6-defd-4db0-b249-7d04ae84810f.h5,signal1,Bathtub,0.7,18919437946.87032,211987811.056736,18575.0,18707450135.813583,89.0,[-0.00391875 -0.00026672  0.        ],[-69640867.69764803 -36640469.66724686   1373567.71492384],1e-09,0.1,594.856136739867,108.22536124357357,0.02
out_34d14497-8ba8-49ff-8c75-cfd080783490.h5,signal1,Bathtub,0.7,18919514232.86875,212064097.05516815,18575.0,18707450135.813583,89.0,[0.00090741 0.00142484 0.        ],[-54723299.27116835 -56548518.88419272  -1373567.71492384],1e-09,0.1,594.8525552032152,108.22536124357357,0.02
out_bf9b49da-92ea-44f6-84b9-06ab52851971.h5,signal1,Bathtub,0.7,18919525645.3819,212075509.5683174,18575.0,18707450135.813583,89.0,[ 0.00098514 -0.00154154  0.        ],[72851947.71503901 29748414.83580218 -1373567.71492384],1e-09,0.1,594.8520194086211,108.22536124357357,0.02
out_969caa22-3291-419d-a601-992da8747838.h5,signal1,Bathtub,0.7,18919460528.976105,212010393.16252136,18575.0,18707450135.813583,89.0,[-0.00220276  0.00260687  0.        ],[-71155139.24716777  33605366.08689033  -1373567.71492384],1e-09,0.1,594.8550765256756,108.22536124357357,0.02
out_23fa4476-14bb-4cc0-ba4b-a32a771f4763.h5,signal1,Bathtub,0.7,18919499358.766796,212049222.95321274,18575.0,18707450135.813583,89.0,[-0.00148064 -0.00083618  0.        ],[26666299.49268313 74035686.95220084  1373567.71492384],1e-09,0.1,594.8532535160866,108.22536124357357,0.02
out_c07d9bc1-a11b-4007-a91d-60172849ef57.h5,signal1,Bathtub,0.7,18919434910.278435,211984774.46485138,18575.0,18707450135.813583,89.0,[-0.00259726  0.00176565  0.        ],[42923708.70132706 65953996.8647949   1373567.71492384],1e-09,0.1,594.85627930647,108.22536124357357,0.02
out_7774ae8a-0be5-4120-9fde-e5c6c97c8e83.h5,signal1,Bathtub,0.7,18919490605.23852,212040469.4249382,18575.0,18707450135.813583,89.0,[-0.00130965  0.00152862  0.        ],[-9421762.38249445 78125571.132156   -1373567.71492384],1e-09,0.1,594.8536644807309,108.22536124357357,0.02
out_69599e2c-524d-4141-8d1d-2922298eecb0.h5,signal1,Bathtub,0.7,18919516583.189026,212066447.3754425,18575.0,18707450135.813583,89.0,[ 0.00206373 -0.0001079   0.        ],[-42923991.27924173  65953812.95859501   1373567.71492384],1e-09,0.1,594.8524448601963,108.22536124357357,0.02
out_48be9531-6ef8-4bda-a71d-f975c8b4df41.h5,signal1,Bathtub,0.7,18919494808.656284,212044672.84270096,18575.0,18707450135.813583,89.0,[-0.00204018  0.00134438  0.        ],[-76456256.91668224  18622976.38424199  -1373567.71492384],1e-09,0.1,594.853467136576,108.22536124357357,0.02
out_7d809c6a-a888-4f85-9b21-d927268a135b.h5,signal1,Bathtub,0.7,18919462800.55035,212012664.73676682,18575.0,18707450135.813583,89.0,[0.00333006 0.00024947 0.        ],[70004170.43083327 35941488.46957515 -1373567.71492384],1e-09,0.1,594.8549698773656,108.22536124357357,0.02
out_b5c5db09-e3bd-4d13-be6f-edb616218901.h5,signal1,Bathtub,0.7,18919455940.6104,212005804.79681778,18575.0,18707450135.813583,89.0,[ 0.00074799 -0.00271185  0.        ],[-69632053.00196302  36657218.46853043   1373567.71492384],1e-09,0.1,594.8552919454942,108.22536124357357,0.02
out_4db54fc2-11f1-4efb-9429-00fe1c985c5d.h5,signal1,Bathtub,0.7,18919486924.143574,212036788.3299904,18575.0,18707450135.813583,89.0,[-0.00284447 -0.00087052  0.        ],[-32379434.9508003  -71721312.47672932  -1373567.71492384],1e-09,0.1,594.8538373028828,108.22536124357357,0.02
out_6caf8242-376e-4207-99d4-bb15ed83eea1.h5,signal1,Bathtub,0.7,18919533806.73938,212083670.9257965,18575.0,18707450135.813583,89.0,[-0.00036604  0.00025801  0.        ],[-71655180.34189911  32525522.30614707  -1373567.71492384],1e-09,0.1,594.851636250745,108.22536124357357,0.02
out_c6771792-f543-4295-a452-263ce77e953e.h5,signal1,Bathtub,0.7,18919497047.71224,212046911.89865494,18575.0,18707450135.813583,89.0,[ 0.00180303 -0.00206133  0.        ],[78191850.07154316  8854888.67841217 -1373567.71492384],1e-09,0.1,594.8533620163936,108.22536124357357,0.02
out_df0d0ef2-a1c2-4db0-b15e-09dcb2fc6984.h5,signal1,Bathtub,0.7,18919441710.817398,211991575.0038147,18575.0,18707450135.813583,89.0,[0.00356399 0.00013528 0.        ],[78670468.50934283  1825337.13002646 -1373567.71492384],1e-09,0.1,594.855960024507,108.22536124357357,0.02
out_210e0262-9d5e-4b65-a667-12a8fcabcc89.h5,signal1,Bathtub,0.7,18919520909.017967,212070773.20438385,18575.0,18707450135.813583,89.0,[ 0.00045071 -0.00199559  0.        ],[72507278.43460763 30578898.6905029  -1373567.71492384],1e-09,0.1,594.8522417711113,108.22536124357357,0.02
out_2b902b54-ed13-4cff-bc56-0e613864c570.h5,signal1,Bathtub,0.7,18919454767.926758,212004632.11317444,18575.0,18707450135.813583,89.0,[-0.00218209  0.00252117  0.        ],[ 45769990.3879994  -64011580.60070223   1373567.71492384],1e-09,0.1,594.8553470020443,108.22536124357357,0.02
out_d930ef46-d510-4f01-b0b2-45b5e3e57789.h5,signal1,Bathtub,0.7,18919503054.62898,212052918.81539536,18575.0,18707450135.813583,89.0,[ 0.00082034 -0.00216165  0.        ],[13639163.57495748 77500630.24320064  1373567.71492384],1e-09,0.1,594.8530800014877,108.22536124357357,0.02
out_fd380801-b35c-4fb0-8697-ffddb123a458.h5,signal1,Bathtub,0.7,18919443936.24316,211993800.42957687,18575.0,18707450135.813583,89.0,[ 0.00305391 -0.00066883  0.        ],[-68663333.85989173 -38441137.52690991   1373567.71492384],1e-09,0.1,594.8558555420473,108.22536124357357,0.02
out_75ff0b09-0316-4ed0-bf9b-a64903cc72ed.h5,signal1,Bathtub,0.7,18919465985.276108,212015849.4625244,18575.0,18707450135.813583,89.0,[-0.00289725 -0.00064311  0.        ],[-77611915.29372941 -12990961.3022565   -1373567.71492384],1e-09,0.1,594.8548203575979,108.22536124357357,0.02
out_dc8f6411-108e-4cdf-a835-ca9f5e0a82fd.h5,signal1,Bathtub,0.7,18919466162.311737,212016026.4981537,18575.0,18707450135.813583,89.0,[ 0.00341337 -0.00080747  0.        ],[-38144139.60411365  68828766.40605761  -1373567.71492384],1e-09,0.1,594.8548120459532,108.22536124357357,0.02
out_8a31480b-b0d1-46a3-bbdb-5e1b69daaba9.h5,signal1,Bathtub,0.7,18919522045.66374,212071909.85015488,18575.0,18707450135.813583,89.0,[0.00123084 0.00139444 0.        ],[-77913221.46759811  11041032.18267043  -1373567.71492384],1e-09,0.1,594.8521884079053,108.22536124357357,0.02
out_15d2162f-cbb0-44d9-8be6-566c7501bbdd.h5,signal1,Bathtub,0.7,18919421379.22107,211971243.40748596,18575.0,18707450135.813583,89.0,[-0.00106276 -0.00355625  0.        ],[-56325583.67093297 -54952735.10250863  -1373567.71492384],1e-09,0.1,594.8569145855183,108.22536124357357,0.02
out_357bd0ab-3903-4937-adf7-dceac870db41.h5,signal1,Bathtub,0.7,18919478476.722214,212028340.90863037,18575.0,18707450135.813583,89.0,[-0.00192019 -0.00094686  0.        ],[-55886004.77980369  55399719.68222867  -1373567.71492384],1e-09,0.1,594.854233898205,108.22536124357357,0.02
out_3fa85f1f-2863-44b9-8284-ecbaf4bbb652.h5,signal1,Bathtub,0.7,18919454275.117874,212004139.30429077,18575.0,18707450135.813583,89.0,[0.00309883 0.00097706 0.        ],[76297602.58469388 19262666.24706636 -1373567.71492384],1e-09,0.1,594.8553701390307,108.22536124357357,0.02
out_e8564509-2e2b-4a40-9b9f-150532ab25a7.h5,signal1,Bathtub,0.7,18919438354.199894,211988218.38631058,18575.0,18707450135.813583,89.0,[-0.00317414  0.00057134  0.        ],[64533804.36270946 45030684.71157524  1373567.71492384],1e-09,0.1,594.8561176159424,108.22536124357357,0.02
out_7ac7d0cb-1bb4-4988-8c32-834617151997.h5,signal1,Bathtub,0.7,18919457040.240932,212006904.4273491,18575.0,18707450135.813583,89.0,[ 0.00096628 -0.00380267  0.        ],[75930892.50334552 20660930.15241913 -1373567.71492384],1e-09,0.1,594.8552403187522,108.22536124357357,0.02
out_45cc95fa-973b-4bc6-891d-efeb6971a71f.h5,signal1,Bathtub,0.7,18919452770.242073,212002634.42848969,18575.0,18707450135.813583,89.0,[0.00057972 0.00343799 0.        ],[-6829764.08726788 78394698.75973772  1373567.71492384],1e-09,0.1,594.8554407917854,108.22536124357357,0.02
out_b3d09aad-fe1e-4888-8dd2-bb045514eacc.h5,signal1,Bathtub,0.7,18919461171.820175,212011036.0065918,18575.0,18707450135.813583,89.0,[-0.00286667  0.00046799  0.        ],[77201416.43403727 15241908.40072584  1373567.71492384],1e-09,0.1,594.8550463447314,108.22536124357357,0.02
out_9ac826f8-fe9f-4416-847a-64fa82cc5457.h5,signal1,Bathtub,0.7,18919433406.614544,211983270.80096054,18575.0,18707450135.813583,89.0,[-0.00311462  0.00081571  0.        ],[-12973075.43078318  77614906.97659159  -1373567.71492384],1e-09,0.1,594.8563499028667,108.22536124357357,0.02
out_39555117-1b6e-4bb0-83e3-b32f3c61a42e.h5,signal1,Bathtub,0.7,18919453124.778812,212002988.96522903,18575.0,18707450135.813583,89.0,[ 0.0017745  -0.00242232  0.        ],[  7601225.672356   -78323660.78903407   1373567.71492384],1e-09,0.1,594.8554241465562,108.22536124357357,0.02
out_9e799276-ecd6-4e03-a226-60a60d2a09af.h5,signal1,Bathtub,0.7,18919466895.481136,212016759.66755295,18575.0,18707450135.813583,89.0,[-0.00272055 -0.00048586  0.        ],[67783932.48264605 39971401.8806676   1373567.71492384],1e-09,0.1,594.8547776243943,108.22536124357357,0.02
out_42f1eeee-51c6-46a9-add6-a391ce9e2195.h5,signal1,Bathtub,0.7,18919485424.488144,212035288.67456055,18575.0,18707450135.813583,89.0,[0.00138322 0.00169205 0.        ],[73821054.11130525 27254842.52410015 -1373567.71492384],1e-09,0.1,594.8539077096361,108.22536124357357,0.02
out_6952fee9-c569-45c9-a70e-b1e5a23942b9.h5,signal1,Bathtub,0.7,18919504125.213593,212053989.40000916,18575.0,18707450135.813583,89.0,[-0.00161075  0.00079547  0.        ],[ 76151748.00371708 -19831433.30917176   1373567.71492384],1e-09,0.1,594.8530297393633,108.22536124357357,0.02
out_b850aa8d-4ad2-40b6-b9e3-2d0d3970b554.h5,signal1,Bathtub,0.7,18919471041.937817,212020906.12423325,18575.0,18707450135.813583,89.0,[-0.0033732   0.00015141  0.        ],[-56502365.42391482 -54770951.90536815   1373567.71492384],1e-09,0.1,594.8545829526499,108.22536124357357,0.02
out_242b2874-e3f0-48e7-823e-21dbe1188fbe.h5,signal1,Bathtub,0.7,18919403865.202793,211953729.38920975,18575.0,18707450135.813583,89.0,[-0.00096835  0.00363666  0.        ],[78351492.45782937  7308768.7573532  -1373567.71492384],1e-09,0.1,594.8577368684222,108.22536124357357,0.02
out_d0d129b4-41e9-4a72-9bb3-d76ef200d2df.h5,signal1,Bathtub,0.7,18919463270.431583,212013134.61800003,18575.0,18707450135.813583,89.0,[-0.00053747 -0.00371139  0.        ],[ 72499410.69306973 -30597547.61864686  -1373567.71492384],1e-09,0.1,594.8549478168883,108.22536124357357,0.02
out_2d9139dd-3877-48f7-88f9-97b7819afd0a.h5,signal1,Bathtub,0.7,18919468710.32491,212018574.51132584,18575.0,18707450135.813583,89.0,[-0.00243897 -0.00173115  0.        ],[-59807534.90384148 -51141306.5910868    1373567.71492384],1e-09,0.1,594.8546924193641,108.22536124357357,0.02
out_f015c477-a7f5-47a7-904e-7585857946bf.h5,signal1,Bathtub,0.7,18919398366.953606,211948231.14002228,18575.0,18707450135.813583,89.0,[-0.00372201  0.00110686  0.        ],[-3056052.84721381 78632277.1647419   1373567.71492384],1e-09,0.1,594.8579950123161,108.22536124357357,0.02
out_71292492-a5ea-4627-87f1-9e4b6b5ed12f.h5,signal1,Bathtub,0.7,18919482809.360966,212032673.54738235,18575.0,18707450135.813583,89.0,[-0.00179174 -0.00200084  0.        ],[62660297.41281305 47603167.95398778  1373567.71492384],1e-09,0.1,594.8540304863487,108.22536124357357,0.02
out_147bec59-58b6-4f97-ab0c-91369c460284.h5,signal1,Bathtub,0.7,18919530580.243584,212080444.4300003,18575.0,18707450135.813583,89.0,[-0.00140578  0.00065838  0.        ],[-47451972.77585773 -62774873.56257288   1373567.71492384],1e-09,0.1,594.8517877275151,108.22536124357357,0.02
out_9ed15e75-396c-415c-89bf-e4079c319f24.h5,signal1,Bathtub,0.7,18919466169.22129,212016033.4077072,18575.0,18707450135.813583,89.0,[ 0.00012811 -0.00269374  0.        ],[-42108134.47683358  66477661.52624996   1373567.71492384],1e-09,0.1,594.8548117215569,108.22536124357357,0.02
out_c6a9a905-6585-4a30-88db-7ae70768758a.h5,signal1,Bathtub,0.7,18919445887.21277,211995751.39918518,18575.0,18707450135.813583,89.0,[0.00034808 0.00291487 0.        ],[ 69416811.85953268 -37063198.76071139   1373567.71492384],1e-09,0.1,594.8557639452217,108.22536124357357,0.02
out_3c5c8cb0-da31-422b-ba77-a10b3a1ad3ef.h5,signal1,Bathtub,0.7,18919472772.50281,212022636.68922806,18575.0,18707450135.813583,89.0,[-0.00311043  0.0016733   0.        ],[-26605720.65463827 -74057478.35002965   1373567.71492384],1e-09,0.1,594.8545017045528,108.22536124357357,0.02
out_b19f838e-96fd-49ca-8589-ad6e5325e470.h5,signal1,Bathtub,0.7,18919523717.085716,212073581.27213287,18575.0,18707450135.813583,89.0,[-0.00142758  0.00114085  0.        ],[-14686810.31690458 -77308939.15863171   1373567.71492384],1e-09,0.1,594.8521099380881,108.22536124357357,0.02
out_13ba20cf-cb12-4351-9a5d-0ec1483c9672.h5,signal1,Bathtub,0.7,18919503042.587845,212052906.77426147,18575.0,18707450135.813583,89.0,[0.00120546 0.00118957 0.        ],[-25581106.3585912  -74417615.3110821    1373567.71492384],1e-09,0.1,594.8530805667987,108.22536124357357,0.02
out_ead4e65e-0638-4e21-b772-2236fe0bdc3b.h5,signal1,Bathtub,0.7,18919535212.525555,212085076.71197128,18575.0,18707450135.813583,89.0,[-0.00058239  0.00077084  0.        ],[-78678492.7709051   -1438487.54474535  -1373567.71492384],1e-09,0.1,594.8515702522848,108.22536124357357,0.02
out_d6bee509-aa76-491a-a9d8-b210f29b97a3.h5,signal1,Bathtub,0.7,18919418974.298622,211968838.48503876,18575.0,18707450135.813583,89.0,[0.00019945 0.00385229 0.        ],[29261276.51890961 73048971.02356517 -1373567.71492384],1e-09,0.1,594.8570274962551,108.22536124357357,0.02
out_e27ecf8d-0ca5-4145-9df1-edceb4ce168a.h5,signal1,Bathtub,0.7,18919436492.94421,211986357.13062668,18575.0,18707450135.813583,89.0,[-0.00303825  0.00202528  0.        ],[-62589246.78794345  47696547.64902452   1373567.71492384],1e-09,0.1,594.856205001013,108.22536124357357,0.02
out_536ecaff-a9d1-4e31-990e-1a297e676dcb.h5,signal1,Bathtub,0.7,18919450329.08366,212000193.27007675,18575.0,18707450135.813583,89.0,[-0.00028518 -0.00295421  0.        ],[-59257464.71147783 -51777672.28338596  -1373567.71492384],1e-09,0.1,594.8555554023736,108.22536124357357,0.02
out_0d737c3e-146a-4958-9dff-3d101f342b46.h5,signal1,Bathtub,0.7,18919489760.683964,212039624.8703804,18575.0,18707450135.813583,89.0,[0.00159248 0.00133314 0.        ],[77231274.99334668 15089885.15595196  1373567.71492384],1e-09,0.1,594.8537041313392,108.22536124357357,0.02
out_e2f3d95a-be06-4e48-b037-f953a2f59b10.h5,signal1,Bathtub,0.7,18919499574.754963,212049438.94137955,18575.0,18707450135.813583,89.0,[-0.0012902  -0.00182301  0.        ],[59867390.26637102 51071225.30164887 -1373567.71492384],1e-09,0.1,594.8532433757936,108.22536124357357,0.02
out_22a8ba6e-daf9-4109-b3e2-bcf6e8169fa3.h5,signal1,Bathtub,0.7,18919448223.084953,211998087.27136993,18575.0,18707450135.813583,89.0,[-0.00067918 -0.00281785  0.        ],[-76964808.85328822 -16394897.66038699  -1373567.71492384],1e-09,0.1,594.8556542775494,108.22536124357357,0.02
out_ae9528bc-16e1-4d0e-bef2-7e421145debe.h5,signal1,Bathtub,0.7,18919493731.95347,212043596.13988495,18575.0,18707450135.813583,89.0,[ 0.00251448 -0.00145623  0.        ],[ 7520201.99712533 78331481.74929532  1373567.71492384],1e-09,0.1,594.8535176861259,108.22536124357357,0.02
out_fdb70754-1711-475a-b277-850a339cbe08.h5,signal1,Bathtub,0.7,18919455456.19674,212005320.38315582,18575.0,18707450135.813583,89.0,[ 0.00301187 -0.00219967  0.        ],[-14002118.8488081   77435877.59470159  -1373567.71492384],1e-09,0.1,594.8553146883214,108.22536124357357,0.02
out_68914f48-ca62-40b6-9f20-032167f9d3b5.h5,signal1,Bathtub,0.7,18919520019.763294,212069883.94971085,18575.0,18707450135.813583,89.0,[-0.00144307  0.00121766  0.        ],[  -177719.64824846 -78691441.00119391  -1373567.71492384],1e-09,0.1,594.8522835198252,108.22536124357357,0.02
out_18ca63ab-9d54-468c-9ec3-54d919a0b1e1.h5,signal1,Bathtub,0.7,18919443498.029434,211993362.21585083,18575.0,18707450135.813583,89.0,[-0.00303917  0.00022065  0.        ],[49141483.11661637 61461281.37467574  1373567.71492384],1e-09,0.1,594.8558761159225,108.22536124357357,0.02
out_285bd007-47e5-45f3-bbf3-8329de1ed3b1.h5,signal1,Bathtub,0.7,18919472180.86067,212022045.0470848,18575.0,18707450135.813583,89.0,[-0.0024551   0.00033799  0.        ],[-54991201.55572853  56288029.12320697   1373567.71492384],1e-09,0.1,594.8545294814854,108.22536124357357,0.02
out_51f7cf1c-7359-45e2-89fe-246bf6c94c07.h5,signal1,Bathtub,0.7,18919457569.081944,212007433.26836014,18575.0,18707450135.813583,89.0,[ 0.00043709 -0.0038091   0.        ],[ 74183005.44688718 -26253688.7691018   -1373567.71492384],1e-09,0.1,594.855215490113,108.22536124357357,0.02
out_8037134d-d650-4629-9ecb-d38f2e27c28c.h5,signal1,Bathtub,0.7,18919484244.93072,212034109.1171379,18575.0,18707450135.813583,89.0,[0.00081958 0.00277499 0.        ],[-59698399.73746391 -51268660.40676042  -1373567.71492384],1e-09,0.1,594.8539630882589,108.22536124357357,0.02
out_93b5ea03-ff51-413f-a0f5-b19eb77273d9.h5,signal1,Bathtub,0.7,18919447089.526535,211996953.71295166,18575.0,18707450135.813583,89.0,[0.00173216 0.00232517 0.        ],[ 74732645.60052766 -24645611.22519966   1373567.71492384],1e-09,0.1,594.8557074973638,108.22536124357357,0.02
out_e4791ffe-62f9-40cb-a9b9-b0a3b9f0e558.h5,signal1,Bathtub,0.7,18919452204.90191,212002069.0883255,18575.0,18707450135.813583,89.0,[-0.00189854  0.00304067  0.        ],[-63731890.0740748   46158646.62989807   1373567.71492384],1e-09,0.1,594.8554673340795,108.22536124357357,0.02
out_0f46c89c-542a-4579-b969-ac0318fb31aa.h5,signal1,Bathtub,0.7,18919409710.655804,211959574.8422203,18575.0,18707450135.813583,89.0,[ 0.00113853 -0.00360393  0.        ],[-72582178.21654914  30400688.74974469   1373567.71492384],1e-09,0.1,594.8574624238552,108.22536124357357,0.02
out_64ca24ab-8a42-438a-9bff-d57eaa7a84bf.h5,signal1,Bathtub,0.7,18919526645.841393,212076510.02780914,18575.0,18707450135.813583,89.0,[-9.76550577e-04  6.38641659e-05  0.00000000e+00],[-78632447.60324177   3051664.30676656  -1373567.71492384],1e-09,0.1,594.8519724391705,108.22536124357357,0.02
out_d3880156-4be9-4105-8dd2-4af705c49f2e.h5,signal1,Bathtub,0.7,18919445508.555206,211995372.74162292,18575.0,18707450135.813583,89.0,[-0.00048626  0.00300729  0.        ],[ 66156537.70789966 -42610878.77081398   1373567.71492384],1e-09,0.1,594.8557817229564,108.22536124357357,0.02
out_002f2648-df5f-4eb8-8d1f-72cb089a7ef8.h5,signal1,Bathtub,0.7,18919467535.33314,212017399.51955795,18575.0,18707450135.813583,89.0,[ 0.00214874 -0.00113298  0.        ],[-60510450.14764412 -50307652.44023251   1373567.71492384],1e-09,0.1,594.8547475840004,108.22536124357357,0.02
out_ee0beb07-4f53-4c96-acce-57aa945b5ba6.h5,signal1,Bathtub,0.7,18919425215.79456,211975079.9809761,18575.0,18707450135.813583,89.0,[ 0.00386007 -0.00068169  0.        ],[-77740140.78731228  12200204.15757951   1373567.71492384],1e-09,0.1,594.856734459209,108.22536124357357,0.02
out_f17a383c-b262-446b-babd-0ddb17404269.h5,signal1,Bathtub,0.7,18919408806.930824,211958671.1172409,18575.0,18707450135.813583,89.0,[0.00244783 0.00283514 0.        ],[ 77636167.89635272 -12845228.89975441  -1373567.71492384],1e-09,0.1,594.8575048537864,108.22536124357357,0.02
out_5ff5789a-7706-4ce6-afee-3d190f05df26.h5,signal1,Bathtub,0.7,18919526223.24233,212076087.42874527,18575.0,18707450135.813583,89.0,[-0.00156199 -0.00037012  0.        ],[-33810310.7830167  -71057985.86980622  -1373567.71492384],1e-09,0.1,594.8519922792976,108.22536124357357,0.02
out_02ab3c43-f916-4799-a317-e1ec0f342480.h5,signal1,Bathtub,0.7,18919501658.14285,212051522.3292656,18575.0,18707450135.813583,89.0,[ 0.00052172 -0.00138751  0.        ],[-62296814.36239474 -48077867.99989246   1373567.71492384],1e-09,0.1,594.8531455641655,108.22536124357357,0.02
out_be6a47ec-d802-426a-963e-314ffa87dac3.h5,signal1,Bathtub,0.7,18919489130.268414,212038994.45483017,18575.0,18707450135.813583,89.0,[-0.00133849 -0.0014941   0.        ],[ 2189305.53732424 78661181.10212938  1373567.71492384],1e-09,0.1,594.8537337284413,108.22536124357357,0.02
out_7928c8a6-796d-4a9a-beb6-0b88415ab161.h5,signal1,Bathtub,0.7,18919429546.39692,211979410.58333588,18575.0,18707450135.813583,89.0,[-0.00287911  0.00248509  0.        ],[ 62532174.8908345  -47771346.79428499  -1373567.71492384],1e-09,0.1,594.8565311386774,108.22536124357357,0.02
