File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Trap length [metres],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_d7f85f33-8da0-4295-a1b2-be2d04d33d3a.h5,1.0,27030359418.733322,219716367.57105637,18575.0,26810643051.162266,88.7,[0.0007 0.     0.    ],[-65136852.22935547 -44139136.39000552   1785575.4760964 ],1e-09,0.1,495.74622489796,154.60765618550025,0.02,0.005
out_36be4f27-c6f5-4050-ade7-3d5c213d9e77.h5,1.0,27054550863.880104,243907812.7178383,18575.0,26810643051.162266,87.0,[0.00065 0.      0.     ],[-40977102.81662945  67068411.33325686   4119029.66409281],1e-09,0.1,495.4223639351127,154.60765618550025,0.02,0.005
out_7167f744-5e8a-4e1d-9836-84f775dc6dae.h5,1.0,27033321008.28748,222677957.12521362,18575.0,26810643051.162266,88.4,[0.00055 0.      0.     ],[-72624962.06675601  30249741.93699093   2197534.28481529],1e-09,0.1,495.70649599853425,154.60765618550025,0.02,0.005
out_b3b85e52-05d5-400d-93cd-415d5003c1cf.h5,1.0,27048596043.53058,237952992.36831284,18575.0,26810643051.162266,87.3,[0.0004 0.     0.    ],[-27401295.63338744 -73686396.17904638   3707448.60268611],1e-09,0.1,495.50194412917267,154.60765618550025,0.02,0.005
out_06746db5-8190-423d-ae84-2dbdd1525347.h5,1.0,27055519820.292263,244876769.12999725,18575.0,26810643051.162266,86.9,[0.00445 0.      0.     ],[70993838.96112423 33704907.07010077  4256198.8138556 ],1e-09,0.1,495.40942340139213,154.60765618550025,0.02,0.005
out_f388cac2-74f3-4439-9389-6512faaf69c1.h5,1.0,27051914755.834732,241271704.67246628,18575.0,26810643051.162266,87.1,[0.00375 0.      0.     ],[13925414.48161462 77359478.2665173  -3981847.96705131],1e-09,0.1,495.45758165913287,154.60765618550025,0.02,0.005
out_1efbaf3e-d43b-4e50-8060-1db123917642.h5,1.0,27031188296.29845,220545245.1361847,18575.0,26810643051.162266,88.6,[0.0036 0.     0.    ],[58882243.8700675  52186635.91057903 -1922901.07592613],1e-09,0.1,495.7351034575581,154.60765618550025,0.02,0.005
out_f9125639-55ae-40d4-9289-79cd624986e7.h5,1.0,27049828864.56114,239185813.39887238,18575.0,26810643051.162266,87.2,[0.0035 0.     0.    ],[-78175793.350233    -8247734.71845393   3844654.14061033],1e-09,0.1,495.48546125147914,154.60765618550025,0.02,0.005
out_7f17cc68-ebf0-4d64-8c12-e6d5518dce06.h5,1.0,27032133006.101048,221489954.93878174,18575.0,26810643051.162266,88.5,[0.00345 0.      0.     ],[-6264664.89108884 78426848.8680221   2060220.81826565],1e-09,0.1,495.7224300014744,154.60765618550025,0.02,0.005
out_e0246826-198c-4830-9e14-37a0cbaed382.h5,1.0,27028617199.11966,217974147.95739365,18575.0,26810643051.162266,88.9,[0.00265 0.      0.     ],[-41203027.66113805 -67039457.23837771  -1510908.37725346],1e-09,0.1,495.76960685494373,154.60765618550025,0.02,0.005
out_2acbefa7-be0f-4af1-8a1e-43c8952ece2f.h5,1.0,27024075672.05949,213432620.89722443,18575.0,26810643051.162266,90.0,[0.00065 0.      0.     ],[ 7.80253937e+07  1.03101455e+07 -4.81920734e-09],1e-09,0.1,495.83059454453445,154.60765618550025,0.02,0.005
out_b2c8d171-c82a-4f64-9026-c3b911c8b97d.h5,1.0,27044851158.0726,234208106.91033554,18575.0,26810643051.162266,87.5,[0.0034 0.     0.    ],[-44815923.19523166 -64606568.32427578  -3433004.06422971],1e-09,0.1,495.5520373499175,154.60765618550025,0.02,0.005
out_6ccbb775-fe1c-48ef-a07e-8a26515bed18.h5,1.0,27035317997.084515,224674945.92224884,18575.0,26810643051.162266,88.2,[0.00355 0.      0.     ],[-78367784.92433484  -6829345.92121359  -2472140.71744274],1e-09,0.1,495.6797197085582,154.60765618550025,0.02,0.005
out_1173f1f5-f0d2-4ec9-9eb6-ca740b922ac5.h5,1.0,27023867839.089108,213224787.92684174,18575.0,26810643051.162266,89.9,[0.0044 0.     0.    ],[-53909968.88049166 -57340714.55702569    137363.67554547],1e-09,0.1,495.8333867861737,154.60765618550025,0.02,0.005
out_402ad2d0-52e6-4d16-81d5-5a4043688796.h5,1.0,27043326360.135094,232683308.9728279,18575.0,26810643051.162266,87.6,[0.00365 0.      0.     ],[64963407.85257154 44307501.92348961  3295765.89970319],1e-09,0.1,495.5724440283369,154.60765618550025,0.02,0.005
out_cd08f418-d157-4828-a992-78b93f05e098.h5,1.0,27036579505.51603,225936454.35376358,18575.0,26810643051.162266,88.1,[0.0037 0.     0.    ],[-67028642.79364213 -41165678.2386061   -2609432.84702172],1e-09,0.1,495.6628102772825,154.60765618550025,0.02,0.005
out_f2ec1397-4d23-453e-ae64-0d8414fe5ae9.h5,1.0,27039138854.09829,228495802.9360237,18575.0,26810643051.162266,87.9,[0.0026 0.     0.    ],[-36039628.25110761  69907717.31501903  -2883992.84163323],1e-09,0.1,495.6285170050169,154.60765618550025,0.02,0.005
out_2e17316a-0018-4f02-86b1-7cb14aad26a7.h5,1.0,27030332643.374855,219689592.21258926,18575.0,26810643051.162266,88.7,[0.00245 0.      0.     ],[-35079179.59490997  70430987.77209114  -1785575.4760964 ],1e-09,0.1,495.74658418508585,154.60765618550025,0.02,0.005
out_82dc4801-8f46-4274-a294-45e4bff874c4.h5,1.0,27054178245.164715,243535194.00244904,18575.0,26810643051.162266,87.0,[0.0025 0.     0.    ],[-74949666.78994337 -23660984.80807634   4119029.66409281],1e-09,0.1,495.4273409446792,154.60765618550025,0.02,0.005
out_9bab2d93-b7a6-4543-9a55-51a1b4b23914.h5,1.0,27033247565.80713,222604514.64486313,18575.0,26810643051.162266,88.4,[0.0026 0.     0.    ],[ 46703056.89777392 -63310792.75175433  -2197534.28481529],1e-09,0.1,495.70748093560707,154.60765618550025,0.02,0.005
out_1aba9f89-9d22-4abb-85b6-dfd420c9993c.h5,1.0,27048376348.3831,237733297.22083282,18575.0,26810643051.162266,87.3,[0.00275 0.      0.     ],[ 76151834.06780149 -19529827.24843477   3707448.60268611],1e-09,0.1,495.504881873396,154.60765618550025,0.02,0.005
out_f032d7b7-3c92-4a49-a0f0-b6a577596c8a.h5,1.0,27060074271.676067,249431220.51380157,18575.0,26810643051.162266,86.7,[0.00465 0.      0.     ],[ 75965657.53621656 -20073729.70221769   4530497.80022054],1e-09,0.1,495.3486303315563,154.60765618550025,0.02,0.005
out_9c37ae5e-f645-404e-8ffc-cfb9fdd4872b.h5,1.0,27027677365.00113,217034313.83886337,18575.0,26810643051.162266,89.0,[0.0047 0.     0.    ],[-70586495.3027897  -34783920.88288786   1373567.71492384],1e-09,0.1,495.78222341937175,154.60765618550025,0.02,0.005
out_5a9fc5ce-5880-4d2b-bcbf-a4980bcec8fd.h5,1.0,27029368758.832664,218725707.6703987,18575.0,26810643051.162266,88.8,[0.0034 0.     0.    ],[49951829.52576447 60797690.55391651  1648244.43709414],1e-09,0.1,495.7595193724134,154.60765618550025,0.02,0.005
out_7aa62449-eb2f-43fc-9142-aface6b30ecf.h5,1.0,27025738925.68851,215095874.52624512,18575.0,26810643051.162266,89.3,[0.00455 0.      0.     ],[ 45605227.44109654 -64136571.97187921   -961522.29669855],1e-09,0.1,495.80825270602224,154.60765618550025,0.02,0.005
out_7e491764-dcbd-492e-9476-4fc125288b0d.h5,1.0,27034291388.139458,223648336.97719193,18575.0,26810643051.162266,88.3,[0.0027 0.     0.    ],[ -9482049.33542373 -78095457.08312999   2334841.05729442],1e-09,0.1,495.693483539629,154.60765618550025,0.02,0.005
out_6dbb9f14-894e-42d9-a03f-e587c0aa1b8c.h5,1.0,27046503787.15068,235860735.98841476,18575.0,26810643051.162266,87.4,[0.00265 0.      0.     ],[ 73372016.69301128 -28249987.09531397   3570231.77123046],1e-09,0.1,495.52992662475805,154.60765618550025,0.02,0.005
out_93cb5844-8171-4e91-8a6f-9e9c5ef5d4e0.h5,1.0,27037871007.28905,227227956.12678528,18575.0,26810643051.162266,88.0,[0.00255 0.      0.     ],[-46111721.43016238 -63721470.88463548  -2746717.02781569],1e-09,0.1,495.6455030552421,154.60765618550025,0.02,0.005
out_49677339-0279-4e39-bee7-fb74a8898084.h5,1.0,27041959512.21945,231316461.05718613,18575.0,26810643051.162266,87.7,[0.0024 0.     0.    ],[57040953.94686785 54135150.3016522  -3158517.69570215],1e-09,0.1,495.5907419074444,154.60765618550025,0.02,0.005
out_0d12a774-c88e-4cd9-89f8-fd243ffc888d.h5,1.0,27025338289.288166,214695238.12590027,18575.0,26810643051.162266,89.4,[0.00445 0.      0.     ],[-11940067.5502838   77788281.21486686   -824167.40816897],1e-09,0.1,495.81363364557717,154.60765618550025,0.02,0.005
out_8136e3a9-b429-46d2-b56f-d3ef03402f9b.h5,1.0,27024216139.911037,213573088.74877167,18575.0,26810643051.162266,89.7,[0.0046 0.     0.    ],[76771113.50419122 17328804.72153366   412089.35290339],1e-09,0.1,495.8287074183076,154.60765618550025,0.02,0.005
out_23d6a721-9309-4c21-a726-26c7465992e6.h5,1.0,27040569730.803413,229926679.6411476,18575.0,26810643051.162266,87.8,[0.00345 0.      0.     ],[45883572.45817046 63873554.20404536 -3021259.87030847],1e-09,0.1,495.60935171922455,154.60765618550025,0.02,0.005
out_2d8a90be-4321-4457-abab-3e44d15c38ef.h5,1.0,27027913288.994617,217270237.83235168,18575.0,26810643051.162266,89.0,[0.0004 0.     0.    ],[60604402.56473324 50194430.57640469  1373567.71492384],1e-09,0.1,495.7790561033644,154.60765618550025,0.02,0.005
out_a2b7caec-ca46-4958-a682-237ba58f336c.h5,1.0,27061634826.5824,250991775.4201355,18575.0,26810643051.162266,86.7,[0.00055 0.      0.     ],[-75054963.265893   -23248402.91768201  -4530497.80022054],1e-09,0.1,495.3278121633992,154.60765618550025,0.02,0.005
out_67538988-2ef9-4b39-a82a-ebf816605fc2.h5,1.0,27026028149.63386,215385098.47159576,18575.0,26810643051.162266,89.3,[0.00065 0.      0.     ],[  6467707.7444149  -78431533.14063817    961522.29669855],1e-09,0.1,495.80436840255777,154.60765618550025,0.02,0.005
out_e708d28a-ec2b-4bbb-8f40-161ea8887c7f.h5,1.0,27058724431.114845,248081379.9525795,18575.0,26810643051.162266,86.8,[0.0015 0.     0.    ],[ 63924227.05838192 -45701780.99626793  -4393354.99849868],1e-09,0.1,495.3666425441337,154.60765618550025,0.02,0.005
out_ac9200ee-4af7-4fcd-b10c-76c8c4e6038d.h5,1.0,27025503618.846287,214860567.684021,18575.0,26810643051.162266,89.4,[0.00075 0.      0.     ],[-65401743.67100156 -43774351.30600059   -824167.40816897],1e-09,0.1,495.8114130573257,154.60765618550025,0.02,0.005
out_5367bdb2-eb35-411f-9fef-f8f662d6451e.h5,1.0,27024444357.30163,213801306.13936234,18575.0,26810643051.162266,89.7,[0.0005 0.     0.    ],[77764350.5167094  12115986.56588964  -412089.35290339],1e-09,0.1,495.8256415227871,154.60765618550025,0.02,0.005
out_a6510a20-ae36-4962-bf10-ab18a394a43d.h5,1.0,27024230978.689384,213587927.52711868,18575.0,26810643051.162266,89.8,[0.00155 0.      0.     ],[ 5.03973759e+03  7.87031490e+07 -2.74726933e+05],1e-09,0.1,495.8285080685679,154.60765618550025,0.02,0.005
out_1dc56b55-b9b7-4368-98c4-a3513a4f3ecc.h5,1.0,27023838483.44618,213195432.28391266,18575.0,26810643051.162266,90.0,[0.00455 0.      0.     ],[-7.81927679e+07 -8.95277616e+06 -4.81920734e-09],1e-09,0.1,495.83378118903363,154.60765618550025,0.02,0.005
out_01217b71-8287-4fbc-a4fd-8fc75234cb0c.h5,1.0,27064700688.86961,254057637.70734406,18575.0,26810643051.162266,86.6,[0.0017 0.     0.    ],[18133463.38240542 76443782.77654995 -4667626.80126039],1e-09,0.1,495.28693096777,154.60765618550025,0.02,0.005
out_79c7e6e1-0eef-4d13-bef4-892f74162848.h5,1.0,27027211767.768696,216568716.60643005,18575.0,26810643051.162266,89.1,[0.00165 0.      0.     ],[-55526559.60640289 -55763196.56082582   1236222.86846876],1e-09,0.1,495.788474555538,154.60765618550025,0.02,0.005
out_48ace392-f52e-41fa-880b-2d1ecea217c2.h5,1.0,27068177821.653698,257534770.4914322,18575.0,26810643051.162266,86.5,[0.00155 0.      0.     ],[-70400538.76543067  34855985.98855401  -4804741.58389951],1e-09,0.1,495.2405948100837,154.60765618550025,0.02,0.005
out_ab78925a-da14-466f-a9b8-c5037bdcc8a5.h5,1.0,27026547386.978054,215904335.81578827,18575.0,26810643051.162266,89.2,[0.0014 0.     0.    ],[ 22177752.48050362 -75506297.28484686  -1098874.25626444],1e-09,0.1,495.7973955405064,154.60765618550025,0.02,0.005
out_15bb3680-c0c1-447a-9306-01a0d27335cc.h5,1.0,27056583316.532074,245940265.3698082,18575.0,26810643051.162266,86.9,[0.00075 0.      0.     ],[-23906097.00165497 -74864173.38880883  -4256198.8138556 ],1e-09,0.1,495.395223043826,154.60765618550025,0.02,0.005
out_c7745562-ed67-4ae9-bc86-f597905d9046.h5,1.0,27025051260.802338,214408209.64007187,18575.0,26810643051.162266,89.5,[0.0015 0.     0.    ],[  3344370.49186829 -78629540.4883545     686810.00908256],1e-09,0.1,495.8174889743524,154.60765618550025,0.02,0.005
out_fbd0d2de-8adc-46bb-9bae-68b7a89f2e0e.h5,1.0,27024711650.015316,214068598.85305023,18575.0,26810643051.162266,89.6,[0.00175 0.      0.     ],[53535297.70084763 57688223.78610113  -549450.51785376],1e-09,0.1,495.8220508564895,154.60765618550025,0.02,0.005
out_ee31ebd6-38ff-47bd-a458-5165d96f4e75.h5,1.0,27024117186.298134,213474135.13586807,18575.0,26810643051.162266,89.9,[0.0007 0.     0.    ],[74710050.38326791 24751780.99320225  -137363.67554547],1e-09,0.1,495.83003681297504,154.60765618550025,0.02,0.005
out_6e41bc0c-f55a-46c9-b044-878050be64df.h5,1.0,27046152472.12275,235509420.96048355,18575.0,26810643051.162266,87.4,[0.0046 0.     0.    ],[-76825905.66505009  16712116.06080322  -3570231.77123046],1e-09,0.1,495.53462632426726,154.60765618550025,0.02,0.005
out_761ebb44-053d-4daf-acbf-2a62647e50a8.h5,1.0,27034108117.130493,223465065.9682274,18575.0,26810643051.162266,88.3,[0.00475 0.      0.     ],[36050650.78317601 69922530.3799276  -2334841.05729442],1e-09,0.1,495.6959409547856,154.60765618550025,0.02,0.005
out_60b98d03-2d9c-413d-a536-eca378e29065.h5,1.0,27024125498.185863,213482447.02359772,18575.0,26810643051.162266,89.8,[0.0036 0.     0.    ],[-44502925.1198125   64912828.78043499    274726.93265739],1e-09,0.1,495.82992514574823,154.60765618550025,0.02,0.005
out_0a83b586-a6d0-4ced-9142-a0304ec34644.h5,1.0,27041666047.287273,231022996.12500763,18575.0,26810643051.162266,87.7,[0.00445 0.      0.     ],[-38175030.1372743   68752832.66433007  -3158517.69570215],1e-09,0.1,495.5946711241779,154.60765618550025,0.02,0.005
out_f4db7219-1a20-42de-b45e-864dae024fee.h5,1.0,27037672975.849167,227029924.6869011,18575.0,26810643051.162266,88.0,[0.0045 0.     0.    ],[-43040700.82240742  65834753.57036252  -2746717.02781569],1e-09,0.1,495.64815656627695,154.60765618550025,0.02,0.005
out_0407db46-5993-4a19-9dfa-3738e6456a54.h5,1.0,27025459577.608334,214816526.4460678,18575.0,26810643051.162266,89.4,[0.0024 0.     0.    ],[67025916.83159956 41244495.15210541  -824167.40816897],1e-09,0.1,495.81200458080366,154.60765618550025,0.02,0.005
out_b6c9a9c8-25e7-4f84-8f63-8206f282e997.h5,1.0,27024374156.11996,213731104.957695,18575.0,26810643051.162266,89.7,[0.00265 0.      0.     ],[73643926.37529333 27760825.81229951   412089.35290339],1e-09,0.1,495.82658459823773,154.60765618550025,0.02,0.005
out_89617c85-4940-48d4-a662-cfeffc7e5cc7.h5,1.0,27058291293.39998,247648242.23771286,18575.0,26810643051.162266,86.8,[0.00365 0.      0.     ],[-27288729.9363188   73690466.20632184  -4393354.99849868],1e-09,0.1,495.3724233023498,154.60765618550025,0.02,0.005
out_e6021c49-c282-4779-bb73-ffa748d5d032.h5,1.0,27053286956.670322,242643905.50805664,18575.0,26810643051.162266,87.0,[0.00455 0.      0.     ],[ 74341069.24645002 -25508825.47876484   4119029.66409281],1e-09,0.1,495.4392471877729,154.60765618550025,0.02,0.005
out_6c868953-5d09-4549-b9d7-c7d4ab5a75de.h5,1.0,27030198434.737743,219555383.5754776,18575.0,26810643051.162266,88.7,[0.0044 0.     0.    ],[-77043575.39502703  15979999.05992441   1785575.4760964 ],1e-09,0.1,495.748385101458,154.60765618550025,0.02,0.005
out_8c310375-61fe-44a6-8687-dc6568a7da34.h5,1.0,27047841644.64673,237198593.48446274,18575.0,26810643051.162266,87.3,[0.0047 0.     0.    ],[-30171192.12169293 -72596247.49392748   3707448.60268611],1e-09,0.1,495.5120324023185,154.60765618550025,0.02,0.005
out_3d771fb2-06e5-4704-9240-e1ec356d3f52.h5,1.0,27033050801.353188,222407750.19092178,18575.0,26810643051.162266,88.4,[0.00465 0.      0.     ],[-63739462.13072791 -46116298.30914229  -2197534.28481529],1e-09,0.1,495.7101198121159,154.60765618550025,0.02,0.005
out_92e094c2-146a-4676-9e89-de574d4d6b42.h5,1.0,27027805937.567463,217162886.40519714,18575.0,26810643051.162266,89.0,[0.00275 0.      0.     ],[-33805970.37038137 -71060050.93183266   1373567.71492384],1e-09,0.1,495.7804972950241,154.60765618550025,0.02,0.005
out_8145d867-c449-449e-aee6-a3424bbe2cfb.h5,1.0,27061187162.07153,250544110.9092636,18575.0,26810643051.162266,86.7,[0.0026 0.     0.    ],[-44073084.43756173  65048435.62474802   4530497.80022054],1e-09,0.1,495.33378347601695,154.60765618550025,0.02,0.005
out_5ba610c3-8e19-416c-a4e2-2f2c8e2e614b.h5,1.0,27025944342.44726,215301291.28499603,18575.0,26810643051.162266,89.3,[0.0025 0.     0.    ],[ 50946027.29114154 -59981988.44243535   -961522.29669855],1e-09,0.1,495.8054939183462,154.60765618550025,0.02,0.005
out_3dbb3c52-2962-469d-ab03-71e4c0c5cef9.h5,1.0,27024056369.234287,213413318.07202148,18575.0,26810643051.162266,89.9,[0.00245 0.      0.     ],[77425313.13625017 14126683.13368303   137363.67554547],1e-09,0.1,495.83085387381783,154.60765618550025,0.02,0.005
out_fdb134ef-8b49-4bba-9615-4b0cde656306.h5,1.0,27024945575.713573,214302524.55130768,18575.0,26810643051.162266,89.5,[0.00365 0.      0.     ],[-78594072.6630948    4094043.67646868    686810.00908256],1e-09,0.1,495.81890857612626,154.60765618550025,0.02,0.005
out_86413891-6959-47da-bf89-043b8adf6ae0.h5,1.0,27024560245.032898,213917193.87063217,18575.0,26810643051.162266,89.6,[0.0034 0.     0.    ],[ -6323590.9767195  -78447252.72865085    549450.51785376],1e-09,0.1,495.8240847267842,154.60765618550025,0.02,0.005
out_27d30b63-0661-46ca-947e-aeff745e2666.h5,1.0,27038857917.965714,228214866.80344772,18575.0,26810643051.162266,87.9,[0.00465 0.      0.     ],[ 16699306.87354994 -76857510.33319809  -2883992.84163323],1e-09,0.1,495.63228050626583,154.60765618550025,0.02,0.005
out_26814ca5-bb85-44be-8a57-9f1374270a07.h5,1.0,27056108782.042038,245465730.8797722,18575.0,26810643051.162266,86.9,[0.0024 0.     0.    ],[ 43930218.74487953 -65163500.61245333  -4256198.8138556 ],1e-09,0.1,495.401558918559,154.60765618550025,0.02,0.005
out_7b141c30-1d95-4b37-b19a-dd14f3d8869b.h5,1.0,27063691658.48961,253048607.327343,18575.0,26810643051.162266,86.6,[0.00345 0.      0.     ],[78238346.57215087 -7157900.88541323 -4667626.80126039],1e-09,0.1,495.3003830527217,154.60765618550025,0.02,0.005
out_4143209e-cbf8-4336-83dd-2ec5ffd5607c.h5,1.0,27027052307.081215,216409255.91894913,18575.0,26810643051.162266,89.1,[0.0035 0.     0.    ],[-14945197.28303572 -77261723.96844283   1236222.86846876],1e-09,0.1,495.7906156128556,154.60765618550025,0.02,0.005
out_8b8170a5-0442-4b15-9bb2-a5383422bf43.h5,1.0,27028470630.736748,217827579.57448196,18575.0,26810643051.162266,88.9,[0.0046 0.     0.    ],[-68813404.46947584  38166656.65972202   1510908.37725346],1e-09,0.1,495.7715742749651,154.60765618550025,0.02,0.005
out_141502dd-41e0-4825-9f96-fe6c8cd7953e.h5,1.0,27066689783.512596,256046732.35033035,18575.0,26810643051.162266,86.5,[0.0036 0.     0.    ],[-74875022.84977767  23767763.27176066   4804741.58389951],1e-09,0.1,495.2604205799307,154.60765618550025,0.02,0.005
out_391a99e0-8473-494f-b8bc-c8faf467eb79.h5,1.0,27026416027.700478,215772976.53821182,18575.0,26810643051.162266,89.2,[0.00375 0.      0.     ],[ 53572303.24865193 -57646005.58051384   1098874.25626444],1e-09,0.1,495.799159504481,154.60765618550025,0.02,0.005
out_306a0bc9-7ad4-4f04-a54a-1b09f9a1e4ad.h5,1.0,27034410049.099228,223766997.93696213,18575.0,26810643051.162266,88.3,[0.00215 0.      0.     ],[68520427.71417437 38649200.02392043  2334841.05729442],1e-09,0.1,495.69189250357067,154.60765618550025,0.02,0.005
out_0de01021-a536-45bd-af95-2d58232b6c61.h5,1.0,27046641727.265747,235998676.1034813,18575.0,26810643051.162266,87.4,[0.002 0.    0.   ],[67442103.39771397 40411351.05112162  3570231.77123046],1e-09,0.1,495.52808142427915,154.60765618550025,0.02,0.005
out_5882c768-d506-4b30-81eb-f6f1151707ba.h5,1.0,27058555176.964027,247912125.80176163,18575.0,26810643051.162266,86.8,[0.00195 0.      0.     ],[-48710411.1721391  -61662431.30694368   4393354.99849868],1e-09,0.1,495.36890139286135,154.60765618550025,0.02,0.005
out_a2def919-a561-4b54-a6f2-0af55a1cad61.h5,1.0,27023931479.051525,213288427.88925934,18575.0,26810643051.162266,89.8,[0.005 0.    0.   ],[-64362255.60713168 -45295537.72348834   -274726.93265739],1e-09,0.1,495.83253176968475,154.60765618550025,0.02,0.005
out_dff27ceb-ba63-4387-9d4b-0d28e43c9e91.h5,1.0,27037988244.785355,227345193.62308884,18575.0,26810643051.162266,88.0,[0.0023 0.     0.    ],[-2876485.07361944 78603069.52387793 -2746717.02781569],1e-09,0.1,495.64393218562566,154.60765618550025,0.02,0.005
out_b05df2dd-1164-4afd-93ca-842c68cb0bb1.h5,1.0,27041946615.076347,231303563.91408157,18575.0,26810643051.162266,87.7,[0.00225 0.      0.     ],[-77914702.83712824  10657579.79811429  -3158517.69570215],1e-09,0.1,495.5909145832912,154.60765618550025,0.02,0.005
out_97adb8ea-7fb6-499a-bc81-1b3e03556453.h5,1.0,27025326206.19173,214683155.02946472,18575.0,26810643051.162266,89.4,[0.0042 0.     0.    ],[77710530.750264   12436049.13068536  -824167.40816897],1e-09,0.1,495.81379593984525,154.60765618550025,0.02,0.005
out_bcefc8fe-8fb4-440a-b9fe-a7dddb734b22.h5,1.0,27061619474.240795,250976423.07852936,18575.0,26810643051.162266,86.7,[0.0009 0.     0.    ],[75267846.4148173  22549657.31763804 -4530497.80022054],1e-09,0.1,495.32801693691005,154.60765618550025,0.02,0.005
out_3a16d90c-0f66-46c3-bc51-0c6d877231a3.h5,1.0,27027901373.744125,217258322.5818596,18575.0,26810643051.162266,89.0,[0.00085 0.      0.     ],[ 76851773.13282865 -16916838.87308709  -1373567.71492384],1e-09,0.1,495.77921606399616,154.60765618550025,0.02,0.005
out_d25cb018-681a-485e-b418-b8f9f03aa8c1.h5,1.0,27024252733.968796,213609682.80653,18575.0,26810643051.162266,89.7,[0.00405 0.      0.     ],[ 77864730.85987423 -11453166.80529044    412089.35290339],1e-09,0.1,495.828215800975,154.60765618550025,0.02,0.005
out_0ce0d5e4-f1eb-40bf-bad5-db612a226205.h5,1.0,27040571325.68873,229928274.52646255,18575.0,26810643051.162266,87.8,[0.0032 0.     0.    ],[-74280547.61687307  25836667.62411031   3021259.87030847],1e-09,0.1,495.609330360131,154.60765618550025,0.02,0.005
out_84a5aaf3-9538-44a8-b3f5-86db435ddbcb.h5,1.0,27024205087.456768,213562036.29450226,18575.0,26810643051.162266,89.8,[0.0019 0.     0.    ],[77162753.23545673 15495005.57023845  -274726.93265739],1e-09,0.1,495.82885590151255,154.60765618550025,0.02,0.005
out_314a5814-7f35-461b-b855-05f9fbf6901b.h5,1.0,27030317896.630512,219674845.46824646,18575.0,26810643051.162266,88.7,[0.0022 0.     0.    ],[-67890636.25033282 -39773538.80571095  -1785575.4760964 ],1e-09,0.1,495.7467820661538,154.60765618550025,0.02,0.005
out_1fd8b934-9e5e-4988-8ac4-45babc253325.h5,1.0,27054332395.27984,243689344.11757278,18575.0,26810643051.162266,87.0,[0.00235 0.      0.     ],[61040142.07836337 49511572.47618756 -4119029.66409281],1e-09,0.1,495.42528194270955,154.60765618550025,0.02,0.005
out_a5c5a594-9c72-4e0b-9005-66fc5580b2b2.h5,1.0,27033284270.22397,222641219.06170273,18575.0,26810643051.162266,88.4,[0.00205 0.      0.     ],[ 77801797.8029538  -11675284.19699456  -2197534.28481529],1e-09,0.1,495.7069886909511,154.60765618550025,0.02,0.005
out_c0853d09-7254-457b-82db-2aac2eae189b.h5,1.0,27048502342.324596,237859291.16233063,18575.0,26810643051.162266,87.3,[0.0021 0.     0.    ],[74442484.69306685 25275135.15228324 -3707448.60268611],1e-09,0.1,495.5031970783273,154.60765618550025,0.02,0.005
out_ef7b15f1-2c86-49a3-bdb1-8662820d43f6.h5,1.0,27060447097.151596,249804045.9893303,18575.0,26810643051.162266,86.7,[0.004 0.    0.   ],[ 38961915.52893898 -68232725.92666408  -4530497.80022054],1e-09,0.1,495.3436561862402,154.60765618550025,0.02,0.005
out_f40f221d-03d8-4857-bf0f-1823ad294b61.h5,1.0,27027770320.0602,217127268.89793396,18575.0,26810643051.162266,89.0,[0.00415 0.      0.     ],[25567848.75057583 74422171.30254555  1373567.71492384],1e-09,0.1,495.78097546621524,154.60765618550025,0.02,0.005
out_b3ec06bb-f630-4eb6-b5bd-efa23277142a.h5,1.0,27024443237.157238,213800185.99497223,18575.0,26810643051.162266,89.7,[0.00095 0.      0.     ],[53294856.68654975 57911567.00099371  -412089.35290339],1e-09,0.1,495.82565657059155,154.60765618550025,0.02,0.005
out_200ea522-d9fb-4719-9be3-2f1cd5a28cef.h5,1.0,27029317958.44691,218674907.28464508,18575.0,26810643051.162266,88.8,[0.00325 0.      0.     ],[-12217159.02056636 -77732139.26766083  -1648244.43709414],1e-09,0.1,495.76020117252057,154.60765618550025,0.02,0.005
out_175b4727-5167-4823-b16f-0efa2646027e.h5,1.0,27025851010.155426,215207958.99316025,18575.0,26810643051.162266,89.3,[0.0043 0.     0.    ],[-38688163.86324891  68531471.68380807   -961522.29669855],1e-09,0.1,495.8067473759689,154.60765618550025,0.02,0.005
out_002c2082-c45a-4ef7-b320-7ac9b56fe79a.h5,1.0,27044985107.09947,234342055.93720245,18575.0,26810643051.162266,87.5,[0.00325 0.      0.     ],[67026592.95911804 41108532.91924836  3433004.06422971],1e-09,0.1,495.55024496843004,154.60765618550025,0.02,0.005
out_3e82d11c-301e-4f6c-9ca0-250b5b5a4410.h5,1.0,27035373039.476833,224729988.31456757,18575.0,26810643051.162266,88.2,[0.0033 0.     0.    ],[-25223036.08459955  74511395.97627592  -2472140.71744274],1e-09,0.1,495.6789818273185,154.60765618550025,0.02,0.005
out_f1c5a036-aecf-4d64-a783-a45dc56f69f3.h5,1.0,27023910949.16277,213267898.00050354,18575.0,26810643051.162266,89.9,[0.00425 0.      0.     ],[78360226.25663133 -7342835.39345827   137363.67554547],1e-09,0.1,495.83280759198215,154.60765618550025,0.02,0.005
