File_name,B_bkg [Tesla],Cyclotron frequency [Hertz],Downmixed cyclotron frequency [Hertz],Energy [eV],LO frequency [Hertz],Pitch angle [degrees],Starting position [metres],Starting velocity [metres/second],Time step [seconds],Trap length [metres],Waveguide impedance [Ohms],i_coil [Amps],r_coil [metres],r_wg [metres]
out_f8f8deb2-805b-4177-9a65-36297f5e373f.h5,1.0,27040603602.43498,229960551.2727127,18575.0,26810643051.162266,87.8,[0.00295 0.      0.     ],[68188771.82092334 39184493.68991962  3021259.87030847],1e-09,0.1,495.60889810347226,154.60765618550025,0.02,0.005
out_d3f7ba77-8e1f-4016-8ee0-dc228949e912.h5,1.0,27027905369.994846,217262318.83258057,18575.0,26810643051.162266,89.0,[0.0013 0.     0.    ],[19964997.49384654 76116840.09592396 -1373567.71492384],1e-09,0.1,495.7791624148281,154.60765618550025,0.02,0.005
out_33738980-9ea9-4c66-b51c-38b4473aa30c.h5,1.0,27061385739.185757,250742688.0234909,18575.0,26810643051.162266,86.7,[0.00125 0.      0.     ],[  7187129.6893003  -78243727.64571363   4530497.80022054],1e-09,0.1,495.33113463005907,154.60765618550025,0.02,0.005
out_650a8019-ac3e-415d-bfca-db9632d5366e.h5,1.0,27026026270.341717,215383219.179451,18575.0,26810643051.162266,89.3,[0.00115 0.      0.     ],[-77808725.93892798  11795711.17054775   -961522.29669855],1e-09,0.1,495.80439364092234,154.60765618550025,0.02,0.005
out_48d6c6c5-8c1e-445e-ae18-c0e8954ff2fa.h5,1.0,27053593291.298042,242950240.13577652,18575.0,26810643051.162266,87.0,[0.0038 0.     0.    ],[-57285752.45599259 -53811126.35470752   4119029.66409281],1e-09,0.1,495.4351547988859,154.60765618550025,0.02,0.005
out_616f4625-d447-43ba-ac8c-e10d93b211a1.h5,1.0,27030220820.361004,219577769.1987381,18575.0,26810643051.162266,88.7,[0.00395 0.      0.     ],[ 75774803.3915792  -21195566.76694254  -1785575.4760964 ],1e-09,0.1,495.74808471044355,154.60765618550025,0.02,0.005
out_3cd2fde2-4085-4e60-8b48-d0919b1f9197.h5,1.0,27024239372.812157,213596321.6498909,18575.0,26810643051.162266,89.8,[0.00025 0.      0.     ],[-14450648.11025059 -77365137.1981684     274726.93265739],1e-09,0.1,495.8283952990114,154.60765618550025,0.02,0.005
out_3928d8ec-f85f-4a47-b004-53ee3be890d7.h5,1.0,27025494734.455715,214851683.2934494,18575.0,26810643051.162266,89.4,[0.00105 0.      0.     ],[-62927549.22940462 -47262093.2190842     824167.40816897],1e-09,0.1,495.81153238430403,154.60765618550025,0.02,0.005
out_6a313e39-0e0d-4957-ad17-d8605586fa12.h5,1.0,27029370785.194077,218727734.03181076,18575.0,26810643051.162266,88.8,[0.0029 0.     0.    ],[-76261460.97460379 -19383859.77249651   1648244.43709414],1e-09,0.1,495.7594921764307,154.60765618550025,0.02,0.005
out_492836d6-284d-464f-8911-4f3d118b6d1c.h5,1.0,27024427258.419167,213784207.2569008,18575.0,26810643051.162266,89.7,[0.0012 0.     0.    ],[ 77429346.6526806  -14099206.31416812   -412089.35290339],1e-09,0.1,495.82587122624176,154.60765618550025,0.02,0.005
out_903ec39c-2f2d-4f5f-a3bb-c3bbf91fcd64.h5,1.0,27052202143.04328,241559091.88101578,18575.0,26810643051.162266,87.1,[0.00055 0.      0.     ],[-78378026.1169179    5940628.60043117  -3981847.96705131],1e-09,0.1,495.45374137526886,154.60765618550025,0.02,0.005
out_97bac7c8-e015-46ee-ad76-1d6fb242d992.h5,1.0,27031352083.15603,220709031.99376297,18575.0,26810643051.162266,88.6,[0.0004 0.     0.    ],[-17605412.91764483 -76685155.32250464   1922901.07592613],1e-09,0.1,495.73290606181246,154.60765618550025,0.02,0.005
out_7f0205fc-c85b-4c09-899f-a5c4817549fa.h5,1.0,27050336305.30256,239693254.14029312,18575.0,26810643051.162266,87.2,[0.0007 0.     0.    ],[-74819530.6454118   24114676.60833558   3844654.14061033],1e-09,0.1,495.4786778763591,154.60765618550025,0.02,0.005
out_daecdc38-7b73-422d-b0db-6da38476d8f4.h5,1.0,27032259022.40905,221615971.2467842,18575.0,26810643051.162266,88.5,[0.00065 0.      0.     ],[10147698.46169066 78019490.2924636   2060220.81826565],1e-09,0.1,495.72073964339086,154.60765618550025,0.02,0.005
out_872068bd-6317-448e-b167-fc5bf5e82a68.h5,1.0,27023933636.807453,213290585.64518738,18575.0,26810643051.162266,90.0,[0.00345 0.      0.     ],[-7.55602020e+07 -2.20208318e+07  4.81920734e-09],1e-09,0.1,495.8325027799563,154.60765618550025,0.02,0.005
out_835397c8-1471-41df-9245-e8a1fb8e8ea9.h5,1.0,27028696648.541878,218053597.37961197,18575.0,26810643051.162266,88.9,[0.00145 0.      0.     ],[78289594.14657415  7919454.75556764 -1510908.37725346],1e-09,0.1,495.7685404108346,154.60765618550025,0.02,0.005
out_223ec5de-c3d8-40df-b1a1-edd666de6465.h5,1.0,27045203396.423637,234560345.2613716,18575.0,26810643051.162266,87.5,[0.0006 0.     0.    ],[-46254717.22822039 -63584406.70964534  -3433004.06422971],1e-09,0.1,495.5473241221401,154.60765618550025,0.02,0.005
out_ca5043f4-9e76-474b-aab9-8ee32d4d2868.h5,1.0,27035472292.52063,224829241.3583641,18575.0,26810643051.162266,88.2,[0.00075 0.      0.     ],[ 26556252.7644549  -74046709.03401972   2472140.71744274],1e-09,0.1,495.6776512915161,154.60765618550025,0.02,0.005
out_1ae8fe71-958f-4650-9d2e-e7a1c8307e70.h5,1.0,27043564113.861248,232921062.69898224,18575.0,26810643051.162266,87.6,[0.00045 0.      0.     ],[-12278444.24196321  77670064.33315599  -3295765.89970319],1e-09,0.1,495.5692617291961,154.60765618550025,0.02,0.005
out_15a805f8-7681-4e74-9fbc-d88d567ce838.h5,1.0,27036749001.755123,226105950.59285736,18575.0,26810643051.162266,88.1,[0.0005 0.     0.    ],[-58614941.05190685 -52457036.75469673  -2609432.84702172],1e-09,0.1,495.66053863878506,154.60765618550025,0.02,0.005
out_d31fa4c8-3f80-46b3-9c9d-b50bad35a8d6.h5,1.0,27039184151.82082,228541100.65855408,18575.0,26810643051.162266,87.9,[0.0014 0.     0.    ],[-78244019.8570031    7988560.65205423   2883992.84163323],1e-09,0.1,495.62791020270316,154.60765618550025,0.02,0.005
out_2e06e55c-9409-4ddf-a080-7ea802509b47.h5,1.0,27030331418.90865,219688367.74638367,18575.0,26810643051.162266,88.7,[0.00165 0.      0.     ],[-11663204.63930171 -77814153.83557269  -1785575.4760964 ],1e-09,0.1,495.7466006157202,154.60765618550025,0.02,0.005
out_0df5f9f3-e6cc-4b43-a82b-5e297ac5d244.h5,1.0,27054349274.319923,243706223.15765762,18575.0,26810643051.162266,87.0,[0.0017 0.     0.    ],[-59334095.29992049 -51543766.73227824  -4119029.66409281],1e-09,0.1,495.4250564910009,154.60765618550025,0.02,0.005
out_e55f7c01-b390-4771-9fe2-a5e9e582a2da.h5,1.0,27033315406.10669,222672354.94442368,18575.0,26810643051.162266,88.4,[0.0014 0.     0.    ],[26397420.33530071 74112132.62411053 -2197534.28481529],1e-09,0.1,495.7065711288888,154.60765618550025,0.02,0.005
out_03c564c8-6586-4117-94e3-118c8724095e.h5,1.0,27048579197.35389,237936146.1916237,18575.0,26810643051.162266,87.3,[0.00155 0.      0.     ],[-26495089.53512869  74017067.05057415   3707448.60268611],1e-09,0.1,495.5021693903844,154.60765618550025,0.02,0.005
out_ada43072-fd42-4139-b62b-c829d90eb3e1.h5,1.0,27029507260.906902,218864209.74463654,18575.0,26810643051.162266,88.8,[0.0006 0.     0.    ],[-59773228.4296129   51173290.03261506  -1648244.43709414],1e-09,0.1,495.75766054772635,154.60765618550025,0.02,0.005
out_eb30e0ea-f102-4e8a-8f20-152ed9ef84a0.h5,1.0,27034416074.76753,223773023.60526276,18575.0,26810643051.162266,88.3,[0.0015 0.     0.    ],[ 45662335.68930703 -64060602.37009519   2334841.05729442],1e-09,0.1,495.6918117108589,154.60765618550025,0.02,0.005
out_0106aef7-9117-4c0a-81f2-f44e7ec83ec2.h5,1.0,27046669671.359573,236026620.1973076,18575.0,26810643051.162266,87.4,[0.00145 0.      0.     ],[-78620177.31002703   -618323.7217214   -3570231.77123046],1e-09,0.1,495.52770762703705,154.60765618550025,0.02,0.005
out_a9a6f90a-133c-452a-a541-e0ae37da8efb.h5,1.0,27038021077.607296,227378026.4450302,18575.0,26810643051.162266,88.0,[0.00175 0.      0.     ],[-40825757.68176456  67230753.48874344  -2746717.02781569],1e-09,0.1,495.643492263751,154.60765618550025,0.02,0.005
out_ce5479a5-ff51-4cf0-a93f-dad1e27d738e.h5,1.0,27042020206.470573,231377155.30830765,18575.0,26810643051.162266,87.7,[0.0016 0.     0.    ],[-69604965.37328006  36598274.83277941  -3158517.69570215],1e-09,0.1,495.58992929669097,154.60765618550025,0.02,0.005
out_102b52f0-e09e-4f59-b90e-0f03beabd3e0.h5,1.0,27040725366.63662,230082315.4743538,18575.0,26810643051.162266,87.8,[0.00065 0.      0.     ],[-13751400.14030078  77434050.27739821  -3021259.87030847],1e-09,0.1,495.60726743697984,154.60765618550025,0.02,0.005
out_9fbcc090-da8f-48e1-8c1a-8557b4c8ff41.h5,1.0,27024796008.56871,214152957.40644455,18575.0,26810643051.162266,89.5,[0.00475 0.      0.     ],[-54052597.05174002 -57202326.90510837    686810.00908256],1e-09,0.1,495.82091766744884,154.60765618550025,0.02,0.005
out_22c0a4cf-7072-4f22-a536-34fd28c3a452.h5,1.0,27024540108.22243,213897057.0601654,18575.0,26810643051.162266,89.6,[0.0045 0.     0.    ],[17001571.191456   76843385.14495258   549450.51785376],1e-09,0.1,495.8243552352936,154.60765618550025,0.02,0.005
out_e6926c35-53ae-451f-bb46-533a1b052c2a.h5,1.0,27039026952.381783,228383901.21951675,18575.0,26810643051.162266,87.9,[0.00375 0.      0.     ],[69175197.25823236 37426405.50412617 -2883992.84163323],1e-09,0.1,495.63001604827144,154.60765618550025,0.02,0.005
out_93e02099-d516-4bb8-83ac-2717ef2f2d65.h5,1.0,27045098495.98007,234455444.81780243,18575.0,26810643051.162266,87.5,[0.00255 0.      0.     ],[51079025.31884848 59777996.07678944 -3433004.06422971],1e-09,0.1,495.5487277397404,154.60765618550025,0.02,0.005
out_32f9e2ec-7676-4504-ab78-9289a4e944b9.h5,1.0,27035376557.917145,224733506.754879,18575.0,26810643051.162266,88.2,[0.0024 0.     0.    ],[ 24059604.32661409 -74895160.85372387  -2472140.71744274],1e-09,0.1,495.6789346604643,154.60765618550025,0.02,0.005
out_b800c806-63dd-4cf2-9f0d-f87e29602355.h5,1.0,27043362436.660095,232719385.49782944,18575.0,26810643051.162266,87.6,[0.0027 0.     0.    ],[  9286715.48882637 -78084287.80458449  -3295765.89970319],1e-09,0.1,495.5719611399351,154.60765618550025,0.02,0.005
out_174d1b9d-be19-455f-847f-242283dfe1e9.h5,1.0,27036705421.169914,226062370.00764847,18575.0,26810643051.162266,88.1,[0.00265 0.      0.     ],[22269147.84675688 75442276.43557292 -2609432.84702172],1e-09,0.1,495.66112271155544,154.60765618550025,0.02,0.005
out_55263428-1e92-4cc0-96a3-a74bbaea21d3.h5,1.0,27026954437.868576,216311386.70631027,18575.0,26810643051.162266,89.1,[0.0044 0.     0.    ],[-43821726.79190387 -65363515.61368502   1236222.86846876],1e-09,0.1,495.791929722185,154.60765618550025,0.02,0.005
out_158844c4-889c-4b50-99c6-8f8a78111208.h5,1.0,27062494526.753628,251851475.591362,18575.0,26810643051.162266,86.6,[0.00455 0.      0.     ],[-43772293.95916332 -65241556.54934963   4667626.80126039],1e-09,0.1,495.3163462211303,154.60765618550025,0.02,0.005
out_f912e48b-7614-4de8-9737-b5dd005cc227.h5,1.0,27024051219.81628,213408168.6540146,18575.0,26810643051.162266,90.0,[0.0017 0.     0.    ],[-7.57267696e+07  2.14410245e+07  4.81920734e-09],1e-09,0.1,495.8309230552981,154.60765618550025,0.02,0.005
out_f4d69e55-9ca9-4b46-8df2-0e1a5627d7b4.h5,1.0,27028521639.177372,217878588.0151062,18575.0,26810643051.162266,88.9,[0.0037 0.     0.    ],[-59515042.94329071 -51477548.29747667   1510908.37725346],1e-09,0.1,495.77088957102666,154.60765618550025,0.02,0.005
out_0a3bfbad-7142-4519-81ff-efb69d825515.h5,1.0,27026358606.13899,215715554.97672272,18575.0,26810643051.162266,89.2,[0.00465 0.      0.     ],[ 77857121.88884492 -11459590.12965561  -1098874.25626444],1e-09,0.1,495.7999306064985,154.60765618550025,0.02,0.005
out_1fc805e0-35ff-42fd-b810-7071093845c6.h5,1.0,27065523360.259827,254880309.09756088,18575.0,26810643051.162266,86.5,[0.0047 0.     0.    ],[-66489734.35727482 -41836477.41859023  -4804741.58389951],1e-09,0.1,495.27596528827155,154.60765618550025,0.02,0.005
out_4e502899-afb3-436d-a514-14d298fdd77d.h5,1.0,27051960143.517494,241317092.35522842,18575.0,26810643051.162266,87.1,[0.0026 0.     0.    ],[  8871237.35779116 -78100622.2375613   -3981847.96705131],1e-09,0.1,495.4569751407287,154.60765618550025,0.02,0.005
out_ea287854-191d-478d-9366-b46eca81ce83.h5,1.0,27031261647.71047,220618596.5482025,18575.0,26810643051.162266,88.6,[0.00275 0.      0.     ],[-72312182.24386026  31008255.51314002  -1922901.07592613],1e-09,0.1,495.73411935246145,154.60765618550025,0.02,0.005
out_936a4650-cb07-41ef-a32f-be7eb2880e3f.h5,1.0,27050181305.15331,239538253.9910431,18575.0,26810643051.162266,87.2,[0.00245 0.      0.     ],[-30527022.33377048  72440187.06048323   3844654.14061033],1e-09,0.1,495.48074981998775,154.60765618550025,0.02,0.005
out_a9d6feb9-eb41-4dc3-a163-eaac26dcc66c.h5,1.0,27032137203.552383,221494152.39011765,18575.0,26810643051.162266,88.5,[0.0025 0.     0.    ],[-14294553.91915469 -77367191.86979453   2060220.81826565],1e-09,0.1,495.7223736970249,154.60765618550025,0.02,0.005
out_5ae35c3a-f8f7-49fc-8a4c-244d8e9e946a.h5,1.0,27040653698.115803,230010646.953537,18575.0,26810643051.162266,87.8,[0.0025 0.     0.    ],[41163392.13259326 67012747.26736443 -3021259.87030847],1e-09,0.1,495.60822721737355,154.60765618550025,0.02,0.005
out_3ded8710-0b46-4277-833d-43b8105d66fc.h5,1.0,27034226278.127777,223583226.96551132,18575.0,26810643051.162266,88.3,[0.00365 0.      0.     ],[77729961.17522044 12118696.80787208 -2334841.05729442],1e-09,0.1,495.6943565664887,154.60765618550025,0.02,0.005
out_e0f3fb39-41d4-4221-a3f1-e5f81af7680d.h5,1.0,27046417429.767403,235774378.60513687,18575.0,26810643051.162266,87.4,[0.0037 0.     0.    ],[42459266.21933724 66171937.53095326  3570231.77123046],1e-09,0.1,495.5310818370354,154.60765618550025,0.02,0.005
out_93fbc2fd-2e24-4ff5-831d-58d33a0ea0e9.h5,1.0,27023946279.738922,213303228.57665634,18575.0,26810643051.162266,89.8,[0.0047 0.     0.    ],[ 10446586.62099648 -78006759.4024244     274726.93265739],1e-09,0.1,495.83233292078785,154.60765618550025,0.02,0.005
out_d2394905-e7a1-47fb-84f8-f7aad85382ed.h5,1.0,27037732875.345245,227089824.18297958,18575.0,26810643051.162266,88.0,[0.0034 0.     0.    ],[ 37545475.3903956  -69116235.3044749   -2746717.02781569],1e-09,0.1,495.64735393573363,154.60765618550025,0.02,0.005
out_89fd035c-f0a4-4334-a8b1-5f3de15a4516.h5,1.0,27041788529.58792,231145478.42565536,18575.0,26810643051.162266,87.7,[0.00355 0.      0.     ],[-70078433.48472944  35683302.617296    -3158517.69570215],1e-09,0.1,495.59303117557903,154.60765618550025,0.02,0.005
out_8e2f9378-d52b-489d-bda6-946a1971f6a9.h5,1.0,27029377767.21582,218734716.05355453,18575.0,26810643051.162266,88.8,[0.00255 0.      0.     ],[ 36734786.0896171  -69585199.14903526  -1648244.43709414],1e-09,0.1,495.7593984701563,154.60765618550025,0.02,0.005
out_edbc1cd9-eff3-443a-b007-9cec8fce7570.h5,1.0,27058053069.67752,247410018.51525497,18575.0,26810643051.162266,86.8,[0.00475 0.      0.     ],[-16192792.91047742  76894427.94507802   4393354.99849868],1e-09,0.1,495.3756028969988,154.60765618550025,0.02,0.005
out_bd4246a4-e835-42fe-acbb-7bdacb4cdaf8.h5,1.0,27030276280.06545,219633228.90318298,18575.0,26810643051.162266,88.7,[0.0035 0.     0.    ],[69742502.66088566 36428782.60662518 -1785575.4760964 ],1e-09,0.1,495.74734050635976,154.60765618550025,0.02,0.005
out_d4dcb3c7-5062-434d-8ac0-3a243b875b39.h5,1.0,27054065905.297302,243422854.13503647,18575.0,26810643051.162266,87.0,[0.00345 0.      0.     ],[11234675.8328368  77788667.6383047  -4119029.66409281],1e-09,0.1,495.4288415203921,154.60765618550025,0.02,0.005
out_f99b9a44-77ae-42b1-8ad7-aab836d2942f.h5,1.0,27033207680.919395,222564629.75712967,18575.0,26810643051.162266,88.4,[0.00375 0.      0.     ],[-71651242.62064555  32488943.24796797   2197534.28481529],1e-09,0.1,495.708015837643,154.60765618550025,0.02,0.005
out_1366a91c-900c-4a55-a43f-2d447f7fda98.h5,1.0,27048142915.02608,237499863.8638153,18575.0,26810643051.162266,87.3,[0.0036 0.     0.    ],[-21194052.93345257 -75705535.4944253   -3707448.60268611],1e-09,0.1,495.50800345944907,154.60765618550025,0.02,0.005
out_791e225b-3659-4d6e-b5fd-c5b41bcb36cf.h5,1.0,27033323199.08662,222680147.92435455,18575.0,26810643051.162266,88.4,[0.00035 0.      0.     ],[40637628.55429091 67364791.60463408 -2197534.28481529],1e-09,0.1,495.7064666179414,154.60765618550025,0.02,0.005
out_d917b7fe-2d1b-4846-b391-001e1a1d6c29.h5,1.0,27048612482.87904,237969431.716774,18575.0,26810643051.162266,87.3,[0.0002 0.     0.    ],[54062120.93342767 57077167.62789757 -3707448.60268611],1e-09,0.1,495.5017243086281,154.60765618550025,0.02,0.005
out_12d8a6a0-e00a-4b43-9c16-87a6e2a54be3.h5,1.0,27030365942.68642,219722891.52415466,18575.0,26810643051.162266,88.7,[0.0001 0.     0.    ],[ 33557242.87906384 -71168703.30390964   1785575.4760964 ],1e-09,0.1,495.74613735609336,154.60765618550025,0.02,0.005
out_521bfb6e-69a8-44a5-a980-629d4ea60ea6.h5,1.0,27037611699.077343,226968647.9150772,18575.0,26810643051.162266,88.0,[0.0049 0.     0.    ],[-15575215.27317515  77098180.09621625   2746717.02781569],1e-09,0.1,495.6489776613478,154.60765618550025,0.02,0.005
out_4710ece6-fe39-49b7-94fc-8b535777f92c.h5,1.0,27054547820.886303,243904769.72403717,18575.0,26810643051.162266,87.0,[5.e-05 0.e+00 0.e+00],[75964844.97428103 20165244.40826366  4119029.66409281],1e-09,0.1,495.42240457846185,154.60765618550025,0.02,0.005
out_6e6d52fc-43c6-4c3f-898c-0510eea45d7d.h5,1.0,27041599185.86446,230956134.7021942,18575.0,26810643051.162266,87.7,[0.00485 0.      0.     ],[13965705.53622654 77390206.06140406  3158517.69570215],1e-09,0.1,495.5955663660954,154.60765618550025,0.02,0.005
out_6faca3b5-519e-440c-a928-4c172762676e.h5,1.0,27025451332.427727,214808281.26546097,18575.0,26810643051.162266,89.4,[0.0028 0.     0.    ],[-8846988.09584003 78200464.8905658    824167.40816897],1e-09,0.1,495.8121153234315,154.60765618550025,0.02,0.005
out_944369c8-d65c-4be3-9682-a1cc7e273a3d.h5,1.0,27029488041.545383,218844990.38311768,18575.0,26810643051.162266,88.8,[0.00115 0.      0.     ],[-77976586.53038211  10544970.49453696   1648244.43709414],1e-09,0.1,495.75791848620355,154.60765618550025,0.02,0.005
out_0064bdd3-e3c2-417c-842f-6b95355b7e2d.h5,1.0,27030180847.94348,219537796.78121567,18575.0,26810643051.162266,88.7,[0.0048 0.     0.    ],[56028436.31442884 55243888.38382389 -1785575.4760964 ],1e-09,0.1,495.7486210982493,154.60765618550025,0.02,0.005
out_febdc871-b31e-42db-9570-52fb6ac354a4.h5,1.0,27037990549.987453,227347498.82518768,18575.0,26810643051.162266,88.0,[-0.00152327  0.00105833  0.        ],[-71928657.25353964  31827424.81975513  -2746717.02781569],1e-09,0.1,495.64390129849073,154.60765618550025,0.02,0.005
out_fc472299-d4ae-4941-9888-34602a05beab.h5,1.0,27053113748.32558,242470697.16331482,18575.0,26810643051.162266,87.0,[0.00495 0.      0.     ],[-77824525.11885649 -10983535.13382798  -4119029.66409281],1e-09,0.1,495.44156122098207,154.60765618550025,0.02,0.005
out_be701f88-1116-4686-bc4e-b10c793b8bbc.h5,1.0,27042065999.232,231422948.06973267,18575.0,26810643051.162266,87.7,[0.00015 0.      0.     ],[-63048431.60430258 -47001916.95653223   3158517.69570215],1e-09,0.1,495.58931620221665,154.60765618550025,0.02,0.005
out_2b574504-2171-4712-91bb-19fdec3ebafe.h5,1.0,27034474583.78535,223831532.62308502,18575.0,26810643051.162266,88.3,[0.00025 0.      0.     ],[-60037572.52250746  50836006.55270891  -2334841.05729442],1e-09,0.1,495.6910272214594,154.60765618550025,0.02,0.005
out_901ee6fd-9621-46c0-bc13-d9f2a1c3fa65.h5,1.0,27046731567.40408,236088516.24181366,18575.0,26810643051.162266,87.4,[0.0003 0.     0.    ],[-71558123.95604062  32572219.76434609  -3570231.77123046],1e-09,0.1,495.5268796749324,154.60765618550025,0.02,0.005
out_b0d37d89-a1ac-4c3c-b39b-c2d25e8599a7.h5,1.0,27040719119.241184,230076068.07891846,18575.0,26810643051.162266,87.8,[0.0011 0.     0.    ],[16441340.87982042 76907837.4306211  -3021259.87030847],1e-09,0.1,495.60735110118725,154.60765618550025,0.02,0.005
out_53849db1-c5e3-4ece-8f95-964a772d623a.h5,1.0,27025916796.19894,215273745.0366745,18575.0,26810643051.162266,89.3,[0.0029 0.     0.    ],[-59593562.20527388 -51399844.14319113   -961522.29669855],1e-09,0.1,495.80586386358056,154.60765618550025,0.02,0.005
out_1b706142-a0fc-4041-be64-646a7167d927.h5,1.0,27050338311.9646,239695260.80233383,18575.0,26810643051.162266,87.2,[0.00105 0.      0.     ],[33242672.25043624 71234854.78032787  3844654.14061033],1e-09,0.1,495.47865105297836,154.60765618550025,0.02,0.005
out_616b7073-ed12-4eb5-bcd1-74f5bf28caf6.h5,1.0,27032250610.04739,221607558.8851242,18575.0,26810643051.162266,88.5,[0.0011 0.     0.    ],[38570912.15687218 68573328.52466819 -2060220.81826565],1e-09,0.1,495.72085248388817,154.60765618550025,0.02,0.005
out_71130a78-f144-429d-906f-a8db8dd3ec38.h5,1.0,27052197479.71527,241554428.55300522,18575.0,26810643051.162266,87.1,[0.0012 0.     0.    ],[-25039016.14609398  74508078.19685172   3981847.96705131],1e-09,0.1,495.4538036884727,154.60765618550025,0.02,0.005
